C,degree,tol,max_iter,gamma,nu,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,verbose,kernel,Precedence
0.01,3.0,0.001,400.0,scale,0.9,0.145516,0.052156,-0.015569,0.266838,0.293204,0.276064,,,,0.0,False,poly,193.0
1.0,3.0,0.001,400.0,scale,0.9,0.761629,0.071252,-0.013812,0.140936,0.290236,0.275826,,,,0.0,False,poly,194.0
0.1,2.0,0.001,400.0,scale,0.9,0.434057,0.081192,0.034134,0.217161,0.288679,0.269224,,,,0.0,False,poly,195.0
0.1,3.0,0.0001,400.0,scale,0.9,0.440955,0.124952,0.056449,0.215834,0.28172,0.266096,,,,0.01,False,poly,196.0
0.1,3.0,0.001,200.0,scale,0.9,0.440848,0.123258,0.05381,0.215855,0.281993,0.266468,,,,0.0,False,poly,197.0
0.1,3.0,0.001,800.0,scale,0.9,0.440961,0.124951,0.056423,0.215833,0.28172,0.2661,,,,0.01,False,poly,198.0
0.1,3.0,0.001,400.0,auto,0.9,0.945923,0.080142,-0.031033,0.067128,0.288843,0.278158,,,,0.01,False,poly,199.0
0.1,3.0,0.001,400.0,scale,0.7,0.429156,0.10641,0.036196,0.2181,0.284689,0.268937,,,,0.0,False,poly,200.0
0.01,3.0,0.0001,400.0,scale,0.9,0.145524,0.052137,-0.015625,0.266837,0.293207,0.276072,,,,0.0,False,poly,201.0
1.0,3.0,0.0001,400.0,scale,0.9,0.761629,0.071252,-0.013812,0.140936,0.290236,0.275826,,,,0.0,False,poly,202.0
0.1,2.0,0.0001,400.0,scale,0.9,0.434044,0.081176,0.03415,0.217164,0.288681,0.269222,,,,0.0,False,poly,203.0
0.1,4.0,0.0001,400.0,scale,0.9,0.444203,0.114954,0.05054,0.215206,0.283325,0.266928,,,,0.0,False,poly,204.0
0.1,3.0,0.0001,200.0,scale,0.9,0.440848,0.123258,0.05381,0.215855,0.281993,0.266468,,,,0.0,False,poly,205.0
0.1,3.0,0.0001,800.0,scale,0.9,0.440952,0.125032,0.056539,0.215834,0.281707,0.266083,,,,0.0,False,poly,206.0
0.1,3.0,0.0001,400.0,auto,0.9,0.945923,0.080142,-0.031033,0.067128,0.288843,0.278158,,,,0.0,False,poly,207.0
0.1,3.0,0.0001,400.0,scale,0.7,0.429157,0.106508,0.036318,0.218099,0.284674,0.26892,,,,0.0,False,poly,208.0
0.01,3.0,0.0001,800.0,scale,0.9,0.145524,0.052137,-0.015625,0.266837,0.293207,0.276072,,,,0.0,False,poly,209.0
1.0,3.0,0.0001,800.0,scale,0.9,0.761904,0.072413,-0.010608,0.140855,0.290054,0.275389,,,,0.0,False,poly,210.0
0.1,2.0,0.0001,800.0,scale,0.9,0.43404,0.081144,0.034127,0.217165,0.288686,0.269225,,,,0.01,False,poly,211.0
0.1,4.0,0.0001,800.0,scale,0.9,0.444115,0.115239,0.051631,0.215223,0.283279,0.266775,,,,0.01,False,poly,212.0
0.1,3.0,0.0001,1600.0,scale,0.9,0.440952,0.125032,0.056539,0.215834,0.281707,0.266083,,,,0.0,False,poly,213.0
0.1,3.0,0.0001,800.0,auto,0.9,0.946509,0.071857,-0.033569,0.066763,0.290141,0.2785,,,,0.01,False,poly,214.0
0.1,3.0,0.0001,800.0,scale,0.7,0.429157,0.106508,0.036318,0.218099,0.284674,0.26892,,,,0.0,False,poly,215.0
1.0,5.0,0.0001,1600.0,scale,0.1,0.21466,0.009948,-0.061064,0.255814,0.299662,0.28218,,,,0.0,False,poly,216.0
10.0,4.0,0.0001,1600.0,scale,0.1,0.853446,0.017442,-0.044874,0.110508,0.298525,0.280019,,,,0.0,False,poly,217.0
10.0,6.0,0.0001,1600.0,scale,0.1,0.653757,0.078308,-0.012369,0.169858,0.289131,0.275629,,,,0.01,False,poly,218.0
10.0,5.0,0.001,1600.0,scale,0.1,0.777238,0.098021,0.009888,0.136244,0.286023,0.272583,,,,0.0,False,poly,219.0
10.0,5.0,0.0001,800.0,scale,0.1,0.776172,0.098351,0.009518,0.136569,0.28597,0.272633,,,,0.0,False,poly,220.0
10.0,5.0,0.0001,1600.0,scale,0.3,0.977105,0.031979,0.005869,0.043678,0.296309,0.273135,,,,0.01,False,poly,221.0
1.0,5.0,0.001,1600.0,scale,0.1,0.21466,0.009948,-0.061064,0.255814,0.299662,0.28218,,,,0.0,False,poly,222.0
10.0,4.0,0.001,1600.0,scale,0.1,0.853446,0.017442,-0.044874,0.110508,0.298525,0.280019,,,,0.0,False,poly,223.0
10.0,6.0,0.001,1600.0,scale,0.1,0.653757,0.078308,-0.012369,0.169858,0.289131,0.275629,,,,0.0,False,poly,224.0
10.0,5.0,0.01,1600.0,scale,0.1,0.777238,0.098021,0.009888,0.136244,0.286023,0.272583,,,,0.02,False,poly,225.0
10.0,5.0,0.001,800.0,scale,0.1,0.776172,0.098351,0.009518,0.136569,0.28597,0.272633,,,,0.0,False,poly,226.0
10.0,5.0,0.001,1600.0,auto,0.1,0.798078,0.034793,-0.039697,0.129714,0.295878,0.279325,,,,0.01,False,poly,227.0
10.0,5.0,0.001,1600.0,scale,0.3,0.977105,0.031979,0.005869,0.043678,0.296309,0.273135,,,,0.0,False,poly,228.0
1.0,5.0,0.0001,800.0,scale,0.1,0.18681,-0.032868,-0.148166,0.260311,0.306073,0.293534,,,,0.01,False,poly,229.0
10.0,4.0,0.0001,800.0,scale,0.1,0.850862,0.020013,-0.044931,0.111478,0.298134,0.280027,,,,0.0,False,poly,230.0
10.0,6.0,0.0001,800.0,scale,0.1,0.65318,0.078271,-0.012571,0.17,0.289137,0.275657,,,,0.0,False,poly,231.0
10.0,5.0,0.0001,400.0,scale,0.1,0.647362,0.097682,-0.059557,0.17142,0.286076,0.28198,,,,0.01,False,poly,232.0
10.0,5.0,0.0001,800.0,auto,0.1,0.798078,0.034793,-0.039697,0.129714,0.295878,0.279325,,,,0.0,False,poly,233.0
10.0,5.0,0.0001,800.0,scale,0.3,0.941781,0.041802,0.007562,0.069651,0.294801,0.272903,,,,0.0,False,poly,234.0
0.001,5.0,0.0001,1600.0,auto,0.9,0.640003,0.077879,-0.057653,0.173199,0.289198,0.281726,,,,0.0,False,poly,235.0
0.0001,4.0,0.0001,1600.0,auto,0.9,0.193482,0.060263,-0.007423,0.259241,0.291948,0.274955,,,,0.0,False,poly,236.0
0.0001,6.0,0.0001,1600.0,auto,0.9,0.510317,0.091899,0.002334,0.202001,0.286992,0.27362,,,,0.0,False,poly,237.0
0.0001,5.0,0.001,1600.0,auto,0.9,0.357858,0.094435,0.026731,0.231319,0.286591,0.270254,,,,0.01,False,poly,238.0
0.0001,5.0,0.0001,800.0,auto,0.9,0.359747,0.091945,0.022371,0.230979,0.286984,0.270859,,,,0.01,False,poly,239.0
0.0001,5.0,0.0001,1600.0,auto,0.7,0.349311,0.070207,0.004578,0.232854,0.290399,0.273312,,,,0.0,False,poly,240.0
0.001,6.0,0.0001,1600.0,auto,0.9,0.764712,0.07143,-0.102795,0.140022,0.290208,0.287676,,,,0.02,False,poly,241.0
0.0001,7.0,0.0001,1600.0,auto,0.9,0.610111,0.041146,-0.132531,0.180247,0.294902,0.291528,,,,0.0,False,poly,242.0
0.0001,6.0,0.001,1600.0,auto,0.9,0.510326,0.09184,0.002189,0.201999,0.287001,0.27364,,,,0.0,False,poly,243.0
0.0001,6.0,0.0001,800.0,auto,0.9,0.51033,0.091793,0.002095,0.201998,0.287008,0.273653,,,,0.0,False,poly,244.0
0.0001,6.0,0.0001,1600.0,scale,0.9,0.035318,-0.00791,-0.046765,0.283523,0.302352,0.280273,,,,0.0,False,poly,245.0
0.0001,6.0,0.0001,1600.0,auto,0.7,0.500643,0.071528,-0.02889,0.203987,0.290193,0.277869,,,,0.01,False,poly,246.0
0.001,5.0,0.001,1600.0,auto,0.9,0.640001,0.077834,-0.057713,0.1732,0.289206,0.281734,,,,0.01,False,poly,247.0
0.0001,4.0,0.001,1600.0,auto,0.9,0.193494,0.060423,-0.007429,0.259239,0.291923,0.274956,,,,0.0,False,poly,248.0
0.0001,5.0,0.01,1600.0,auto,0.9,0.357858,0.094435,0.026731,0.231319,0.286591,0.270254,,,,0.0,False,poly,249.0
0.0001,5.0,0.001,800.0,auto,0.9,0.359747,0.091945,0.022371,0.230979,0.286984,0.270859,,,,0.0,False,poly,250.0
0.0001,5.0,0.001,1600.0,scale,0.9,0.014825,-0.008172,-0.04742,0.286519,0.302391,0.28036,,,,0.0,False,poly,251.0
0.0001,5.0,0.001,1600.0,auto,0.7,0.349312,0.070119,0.00444,0.232853,0.290413,0.273331,,,,0.0,False,poly,252.0
0.001,5.0,0.0001,800.0,auto,0.9,0.640003,0.077879,-0.057653,0.173199,0.289198,0.281726,,,,0.0,False,poly,253.0
0.0001,4.0,0.0001,800.0,auto,0.9,0.193482,0.060263,-0.007423,0.259241,0.291948,0.274955,,,,0.0,False,poly,254.0
0.0001,5.0,0.0001,400.0,auto,0.9,0.361173,0.089614,0.018586,0.230721,0.287352,0.271383,,,,0.0,False,poly,255.0
0.0001,5.0,0.0001,800.0,scale,0.9,0.014825,-0.008172,-0.04742,0.286519,0.302391,0.28036,,,,0.0,False,poly,256.0
0.0001,5.0,0.0001,800.0,auto,0.7,0.348491,0.075069,0.013656,0.233,0.289639,0.272063,,,,0.01,False,poly,257.0
0.01,3.0,0.001,800.0,scale,0.9,0.145516,0.052156,-0.015569,0.266838,0.293204,0.276064,,,,0.0,False,poly,258.0
1.0,3.0,0.001,800.0,scale,0.9,0.761904,0.072413,-0.010608,0.140855,0.290054,0.275389,,,,0.0,False,poly,259.0
0.1,2.0,0.001,800.0,scale,0.9,0.434057,0.081192,0.034134,0.217161,0.288679,0.269224,,,,0.0,False,poly,260.0
0.1,4.0,0.001,800.0,scale,0.9,0.444115,0.115239,0.051631,0.215223,0.283279,0.266775,,,,0.0,False,poly,261.0
0.1,3.0,0.001,1600.0,scale,0.9,0.440961,0.124951,0.056423,0.215833,0.28172,0.2661,,,,0.0,False,poly,262.0
0.1,3.0,0.001,800.0,auto,0.9,0.946509,0.071857,-0.033569,0.066763,0.290141,0.2785,,,,0.0,False,poly,263.0
0.1,3.0,0.001,800.0,scale,0.7,0.429156,0.10641,0.036196,0.2181,0.284689,0.268937,,,,0.01,False,poly,264.0
0.01,3.0,0.0001,1600.0,scale,0.9,0.145524,0.052137,-0.015625,0.266837,0.293207,0.276072,,,,0.0,False,poly,265.0
1.0,3.0,0.0001,1600.0,scale,0.9,0.76195,0.071732,-0.010457,0.140841,0.290161,0.275369,,,,0.0,False,poly,266.0
0.1,2.0,0.0001,1600.0,scale,0.9,0.43404,0.081144,0.034127,0.217165,0.288686,0.269225,,,,0.0,False,poly,267.0
0.1,4.0,0.0001,1600.0,scale,0.9,0.444042,0.115559,0.052208,0.215237,0.283228,0.266693,,,,0.0,False,poly,268.0
0.1,3.0,0.0001,1600.0,auto,0.9,0.94632,0.070432,-0.032917,0.066881,0.290364,0.278412,,,,0.0,False,poly,269.0
0.1,3.0,0.0001,1600.0,scale,0.7,0.429157,0.106508,0.036318,0.218099,0.284674,0.26892,,,,0.0,False,poly,270.0
