n_estimators,max_depth,subsample,colsample_bytree,learning_rate,reg_alpha,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,warnings,Precedence
25.0,24.0,1.0,0.4,0.1,0.0001,0.599269,0.103039,0.034042,0.182735,0.285226,0.269237,,,,0.03,19260817.0,-1.0,none,13.0
800.0,24.0,0.4,0.4,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.29,19260817.0,-1.0,none,14.0
800.0,3.0,0.4,0.4,1e-08,0.0001,3e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.8,19260817.0,-1.0,none,15.0
25.0,24.0,1.0,0.4,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.03,19260817.0,-1.0,none,16.0
25.0,192.0,0.4,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,-1.0,none,17.0
800.0,3.0,1.0,0.4,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.22,19260817.0,-1.0,none,18.0
800.0,24.0,1.0,1.0,0.1,0.0001,0.999602,-0.071881,-0.023067,0.00576,0.3118,0.277082,,,,2.0,19260817.0,-1.0,none,19.0
800.0,24.0,0.4,1.0,1e-08,0.0001,5e-06,-0.009,-0.048064,0.288666,0.302516,0.280446,,,,1.64,19260817.0,-1.0,none,20.0
25.0,24.0,0.4,0.4,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,-1.0,none,21.0
800.0,192.0,1.0,0.4,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.32,19260817.0,-1.0,none,22.0
25.0,192.0,0.4,0.4,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,-1.0,none,23.0
800.0,192.0,1.0,0.4,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.44,19260817.0,-1.0,none,24.0
800.0,192.0,0.4,0.4,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.38,19260817.0,-1.0,none,25.0
25.0,24.0,1.0,1.0,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,-1.0,none,26.0
25.0,192.0,1.0,0.4,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,19260817.0,-1.0,none,27.0
800.0,3.0,0.4,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.15,19260817.0,-1.0,none,28.0
25.0,24.0,0.4,1.0,0.1,0.0001,0.656837,-0.036817,0.008819,0.169101,0.306657,0.27273,,,,0.29,19260817.0,-1.0,none,29.0
800.0,24.0,0.4,1.0,0.1,0.0001,0.999602,-0.071881,-0.023067,0.00576,0.3118,0.277082,,,,1.07,19260817.0,-1.0,none,30.0
800.0,24.0,0.4,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.49,19260817.0,-1.0,none,31.0
25.0,192.0,0.4,0.4,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,19260817.0,-1.0,none,32.0
25.0,24.0,0.4,0.4,0.1,0.0001,0.599269,0.103039,0.034042,0.182735,0.285226,0.269237,,,,0.02,19260817.0,-1.0,none,33.0
25.0,24.0,0.4,0.4,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,-1.0,none,34.0
25.0,24.0,0.4,1.0,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,-1.0,none,35.0
800.0,24.0,1.0,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.45,19260817.0,-1.0,none,36.0
800.0,3.0,1.0,1.0,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.17,19260817.0,-1.0,none,37.0
800.0,24.0,1.0,1.0,1e-08,0.0001,5e-06,-0.009,-0.048064,0.288666,0.302516,0.280446,,,,1.87,19260817.0,-1.0,none,38.0
25.0,3.0,0.4,1.0,0.1,0.0001,0.54428,0.064204,0.041604,0.19487,0.291335,0.268181,,,,0.03,19260817.0,-1.0,none,39.0
800.0,192.0,1.0,0.4,1e-08,0.0001,4e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,1.13,19260817.0,-1.0,none,40.0
800.0,24.0,0.4,1.0,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.27,19260817.0,-1.0,none,41.0
25.0,192.0,0.4,0.4,0.1,0.0001,0.599269,0.103039,0.034042,0.182735,0.285226,0.269237,,,,0.35,19260817.0,-1.0,none,42.0
800.0,192.0,1.0,1.0,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,1.44,19260817.0,-1.0,none,43.0
25.0,3.0,1.0,0.4,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.15,19260817.0,-1.0,none,44.0
25.0,192.0,0.4,1.0,0.1,0.0001,0.656837,-0.036817,0.008819,0.169101,0.306657,0.27273,,,,0.38,19260817.0,-1.0,none,45.0
25.0,192.0,1.0,0.4,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.16,19260817.0,-1.0,none,46.0
800.0,192.0,1.0,1.0,1e-08,0.0001,5e-06,-0.009,-0.048064,0.288666,0.302516,0.280446,,,,8.34,19260817.0,-1.0,none,47.0
25.0,24.0,0.4,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.07,19260817.0,-1.0,none,48.0
800.0,192.0,0.4,0.4,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,2.5,19260817.0,-1.0,none,49.0
800.0,192.0,0.4,1.0,1e-08,0.0001,5e-06,-0.009,-0.048064,0.288666,0.302516,0.280446,,,,4.83,19260817.0,-1.0,none,50.0
800.0,24.0,1.0,0.4,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,2.31,19260817.0,-1.0,none,51.0
25.0,192.0,1.0,1.0,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,-1.0,none,52.0
25.0,3.0,1.0,1.0,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,19260817.0,-1.0,none,53.0
800.0,24.0,0.4,0.4,0.1,0.0001,0.999492,0.020948,0.039872,0.006509,0.297992,0.268423,,,,6.38,19260817.0,-1.0,none,54.0
800.0,3.0,0.4,0.4,0.1,0.0001,0.999296,-0.075938,0.065838,0.007658,0.312389,0.264769,,,,4.28,19260817.0,-1.0,none,55.0
25.0,192.0,0.4,0.4,1e-08,0.0001,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,1.06,19260817.0,-1.0,none,56.0
25.0,3.0,1.0,0.4,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.05,19260817.0,-1.0,none,57.0
25.0,3.0,0.4,0.4,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,-1.0,none,58.0
800.0,3.0,1.0,0.4,0.1,0.0001,0.999296,-0.075938,0.065838,0.007658,0.312389,0.264769,,,,9.04,19260817.0,-1.0,none,59.0
800.0,192.0,0.4,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,3.22,19260817.0,-1.0,none,60.0
25.0,24.0,1.0,1.0,0.1,0.0001,0.656837,-0.036817,0.008819,0.169101,0.306657,0.27273,,,,0.82,19260817.0,-1.0,none,61.0
25.0,192.0,0.4,1.0,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.08,19260817.0,-1.0,none,62.0
800.0,24.0,1.0,0.4,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.97,19260817.0,-1.0,none,63.0
25.0,3.0,1.0,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.14,19260817.0,-1.0,none,64.0
800.0,24.0,1.0,1.0,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,1.15,19260817.0,-1.0,none,65.0
25.0,192.0,1.0,0.4,1e-08,0.0001,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.07,19260817.0,-1.0,none,66.0
800.0,3.0,1.0,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,1.06,19260817.0,-1.0,none,67.0
800.0,3.0,1.0,1.0,0.1,0.0001,0.999443,-0.007967,-0.079331,0.006815,0.302361,0.284599,,,,3.27,19260817.0,-1.0,none,68.0
800.0,3.0,0.4,1.0,0.1,0.0001,0.999443,-0.007967,-0.079331,0.006815,0.302361,0.284599,,,,2.14,19260817.0,-1.0,none,69.0
800.0,3.0,0.4,0.4,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.83,19260817.0,-1.0,none,70.0
800.0,192.0,1.0,1.0,0.1,0.0001,0.999602,-0.071881,-0.023067,0.00576,0.3118,0.277082,,,,6.28,19260817.0,-1.0,none,71.0
25.0,24.0,1.0,1.0,1e-08,0.0001,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.27,19260817.0,-1.0,none,72.0
25.0,3.0,0.4,1.0,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.04,19260817.0,-1.0,none,73.0
25.0,3.0,1.0,1.0,1e-08,0.0001,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.15,19260817.0,-1.0,none,74.0
25.0,3.0,0.4,0.4,1e-08,0.0001,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.27,19260817.0,-1.0,none,75.0
800.0,192.0,0.4,1.0,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,1.77,19260817.0,-1.0,none,76.0
800.0,192.0,1.0,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.74,19260817.0,-1.0,none,77.0
800.0,3.0,1.0,0.4,1e-08,0.0001,3e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,3.74,19260817.0,-1.0,none,78.0
800.0,24.0,0.4,0.4,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,1.11,19260817.0,-1.0,none,79.0
25.0,24.0,1.0,0.4,1e-08,0.0001,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.25,19260817.0,-1.0,none,80.0
800.0,192.0,0.4,1.0,0.1,0.0001,0.999602,-0.071881,-0.023067,0.00576,0.3118,0.277082,,,,2.85,19260817.0,-1.0,none,81.0
25.0,3.0,0.4,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.07,19260817.0,-1.0,none,82.0
800.0,3.0,1.0,1.0,1e-08,0.0001,3e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,3.18,19260817.0,-1.0,none,83.0
25.0,24.0,1.0,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.05,19260817.0,-1.0,none,84.0
800.0,192.0,1.0,0.4,0.1,0.0001,0.999492,0.020948,0.039872,0.006509,0.297992,0.268423,,,,5.31,19260817.0,-1.0,none,85.0
25.0,3.0,1.0,1.0,0.1,0.0001,0.54428,0.064204,0.041604,0.19487,0.291335,0.268181,,,,0.24,19260817.0,-1.0,none,86.0
800.0,192.0,0.4,0.4,1e-08,0.0001,4e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,4.76,19260817.0,-1.0,none,87.0
800.0,3.0,1.0,0.4,1e-08,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.39,19260817.0,-1.0,none,88.0
25.0,3.0,1.0,0.4,0.1,0.0001,0.511434,0.000255,0.042065,0.201771,0.301125,0.268117,,,,0.33,19260817.0,-1.0,none,89.0
25.0,3.0,0.4,0.4,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,19260817.0,-1.0,none,90.0
800.0,192.0,0.4,0.4,0.1,0.0001,0.999492,0.020948,0.039872,0.006509,0.297992,0.268423,,,,4.55,19260817.0,-1.0,none,91.0
800.0,24.0,1.0,0.4,1e-08,0.0001,4e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,5.5,19260817.0,-1.0,none,92.0
25.0,192.0,1.0,0.4,0.1,0.0001,0.599269,0.103039,0.034042,0.182735,0.285226,0.269237,,,,0.17,19260817.0,-1.0,none,93.0
200.0,24.0,0.7,0.7,0.0001,0.1,0.010642,-0.007989,-0.044868,0.287126,0.302364,0.280018,,,,2.02,19260817.0,-1.0,none,94.0
25.0,192.0,1.0,1.0,0.1,10.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.11,19260817.0,-1.0,none,95.0
800.0,24.0,0.4,0.4,1e-08,0.0001,4e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,4.97,19260817.0,-1.0,none,96.0
100.0,24.0,0.7,0.7,0.0001,0.1,0.005384,-0.008441,-0.046267,0.287888,0.302432,0.280206,,,,1.09,19260817.0,-1.0,none,97.0
400.0,24.0,0.7,0.7,0.0001,0.1,0.021191,-0.007009,-0.041435,0.285591,0.302217,0.279558,,,,1.68,19260817.0,-1.0,none,98.0
200.0,12.0,0.7,0.7,0.0001,0.1,0.010642,-0.007989,-0.044868,0.287126,0.302364,0.280018,,,,1.29,19260817.0,-1.0,none,99.0
200.0,48.0,0.7,0.7,0.0001,0.1,0.010642,-0.007989,-0.044868,0.287126,0.302364,0.280018,,,,1.48,19260817.0,-1.0,none,100.0
200.0,24.0,0.55,0.7,0.0001,0.1,0.010642,-0.007989,-0.044868,0.287126,0.302364,0.280018,,,,0.8,19260817.0,-1.0,none,101.0
200.0,24.0,0.85,0.7,0.0001,0.1,0.010642,-0.007989,-0.044868,0.287126,0.302364,0.280018,,,,0.84,19260817.0,-1.0,none,102.0
200.0,24.0,0.7,0.55,0.0001,0.1,0.010377,-0.007693,-0.045082,0.287165,0.302319,0.280047,,,,0.73,19260817.0,-1.0,none,103.0
200.0,24.0,0.7,0.85,0.0001,0.1,0.010993,-0.008573,-0.043978,0.287075,0.302452,0.279899,,,,0.82,19260817.0,-1.0,none,104.0
200.0,24.0,0.7,0.7,1e-06,0.1,0.000107,-0.00899,-0.048034,0.288651,0.302514,0.280442,,,,1.21,19260817.0,-1.0,none,105.0
200.0,24.0,0.7,0.7,0.01,0.1,0.561408,0.005402,0.010028,0.191173,0.300349,0.272563,,,,0.56,19260817.0,-1.0,none,106.0
200.0,24.0,0.7,0.7,0.0001,0.01,0.010859,-0.007981,-0.044829,0.287095,0.302363,0.280013,,,,1.55,19260817.0,-1.0,none,107.0
200.0,24.0,0.7,0.7,0.0001,1.0,0.008277,-0.007877,-0.045634,0.287469,0.302347,0.280121,,,,0.41,19260817.0,-1.0,none,108.0
50.0,24.0,0.7,0.7,0.0001,0.1,0.002695,-0.008742,-0.047251,0.288277,0.302477,0.280338,,,,0.3,19260817.0,-1.0,none,109.0
100.0,12.0,0.7,0.7,0.0001,0.1,0.005384,-0.008441,-0.046267,0.287888,0.302432,0.280206,,,,0.26,19260817.0,-1.0,none,110.0
100.0,48.0,0.7,0.7,0.0001,0.1,0.005384,-0.008441,-0.046267,0.287888,0.302432,0.280206,,,,0.39,19260817.0,-1.0,none,111.0
100.0,24.0,0.55,0.7,0.0001,0.1,0.005384,-0.008441,-0.046267,0.287888,0.302432,0.280206,,,,0.25,19260817.0,-1.0,none,112.0
100.0,24.0,0.85,0.7,0.0001,0.1,0.005384,-0.008441,-0.046267,0.287888,0.302432,0.280206,,,,0.52,19260817.0,-1.0,none,113.0
100.0,24.0,0.7,0.55,0.0001,0.1,0.005255,-0.008239,-0.04658,0.287907,0.302401,0.280248,,,,1.14,19260817.0,-1.0,none,114.0
100.0,24.0,0.7,0.85,0.0001,0.1,0.00554,-0.008769,-0.045915,0.287866,0.302481,0.280159,,,,0.12,19260817.0,-1.0,none,115.0
100.0,24.0,0.7,0.7,1e-06,0.1,5.4e-05,-0.008995,-0.048048,0.288659,0.302515,0.280444,,,,0.34,19260817.0,-1.0,none,116.0
100.0,24.0,0.7,0.7,0.01,0.1,0.368214,0.016472,0.030071,0.229446,0.298673,0.26979,,,,0.56,19260817.0,-1.0,none,117.0
100.0,24.0,0.7,0.7,0.0001,0.01,0.005505,-0.008438,-0.046231,0.287871,0.302431,0.280201,,,,0.7,19260817.0,-1.0,none,118.0
100.0,24.0,0.7,0.7,0.0001,1.0,0.004167,-0.00834,-0.046766,0.288064,0.302417,0.280273,,,,0.65,19260817.0,-1.0,none,119.0
800.0,24.0,0.7,0.7,0.0001,0.1,0.041163,-0.007107,-0.035352,0.282663,0.302232,0.27874,,,,4.16,19260817.0,-1.0,none,120.0
400.0,12.0,0.7,0.7,0.0001,0.1,0.021191,-0.007009,-0.041435,0.285591,0.302217,0.279558,,,,2.63,19260817.0,-1.0,none,121.0
400.0,48.0,0.7,0.7,0.0001,0.1,0.021191,-0.007009,-0.041435,0.285591,0.302217,0.279558,,,,1.8,19260817.0,-1.0,none,122.0
400.0,24.0,0.55,0.7,0.0001,0.1,0.021191,-0.007009,-0.041435,0.285591,0.302217,0.279558,,,,2.65,19260817.0,-1.0,none,123.0
400.0,24.0,0.85,0.7,0.0001,0.1,0.021191,-0.007009,-0.041435,0.285591,0.302217,0.279558,,,,1.89,19260817.0,-1.0,none,124.0
400.0,24.0,0.7,0.55,0.0001,0.1,0.020538,-0.006209,-0.04206,0.285687,0.302097,0.279642,,,,2.41,19260817.0,-1.0,none,125.0
400.0,24.0,0.7,0.85,0.0001,0.1,0.021634,-0.008845,-0.040295,0.285527,0.302492,0.279405,,,,2.58,19260817.0,-1.0,none,126.0
400.0,24.0,0.7,0.7,1e-06,0.1,0.000215,-0.008978,-0.047998,0.288635,0.302512,0.280438,,,,2.4,19260817.0,-1.0,none,127.0
400.0,24.0,0.7,0.7,0.01,0.1,0.753209,-0.001894,0.077307,0.143404,0.301448,0.263139,,,,2.18,19260817.0,-1.0,none,128.0
400.0,24.0,0.7,0.7,0.0001,0.01,0.021523,-0.006987,-0.041333,0.285543,0.302214,0.279544,,,,1.8,19260817.0,-1.0,none,129.0
400.0,24.0,0.7,0.7,0.0001,1.0,0.016417,-0.00736,-0.043012,0.286287,0.30227,0.27977,,,,1.56,19260817.0,-1.0,none,130.0
200.0,6.0,0.7,0.7,0.0001,0.1,0.010642,-0.007989,-0.044868,0.287126,0.302364,0.280018,,,,0.63,19260817.0,-1.0,none,131.0
200.0,12.0,0.55,0.7,0.0001,0.1,0.010642,-0.007989,-0.044868,0.287126,0.302364,0.280018,,,,1.39,19260817.0,-1.0,none,132.0
200.0,12.0,0.85,0.7,0.0001,0.1,0.010642,-0.007989,-0.044868,0.287126,0.302364,0.280018,,,,0.4,19260817.0,-1.0,none,133.0
200.0,12.0,0.7,0.55,0.0001,0.1,0.010377,-0.007693,-0.045082,0.287165,0.302319,0.280047,,,,1.66,19260817.0,-1.0,none,134.0
200.0,12.0,0.7,0.85,0.0001,0.1,0.010993,-0.008573,-0.043978,0.287075,0.302452,0.279899,,,,1.59,19260817.0,-1.0,none,135.0
200.0,12.0,0.7,0.7,1e-06,0.1,0.000107,-0.00899,-0.048034,0.288651,0.302514,0.280442,,,,1.33,19260817.0,-1.0,none,136.0
200.0,12.0,0.7,0.7,0.01,0.1,0.561408,0.005402,0.010028,0.191173,0.300349,0.272563,,,,1.91,19260817.0,-1.0,none,137.0
200.0,12.0,0.7,0.7,0.0001,0.01,0.010859,-0.007981,-0.044829,0.287095,0.302363,0.280013,,,,1.23,19260817.0,-1.0,none,138.0
200.0,12.0,0.7,0.7,0.0001,1.0,0.008277,-0.007877,-0.045634,0.287469,0.302347,0.280121,,,,1.24,19260817.0,-1.0,none,139.0
200.0,96.0,0.7,0.7,0.0001,0.1,0.010642,-0.007989,-0.044868,0.287126,0.302364,0.280018,,,,1.57,19260817.0,-1.0,none,140.0
200.0,48.0,0.55,0.7,0.0001,0.1,0.010642,-0.007989,-0.044868,0.287126,0.302364,0.280018,,,,2.38,19260817.0,-1.0,none,141.0
200.0,48.0,0.85,0.7,0.0001,0.1,0.010642,-0.007989,-0.044868,0.287126,0.302364,0.280018,,,,3.02,19260817.0,-1.0,none,142.0
200.0,48.0,0.7,0.55,0.0001,0.1,0.010377,-0.007693,-0.045082,0.287165,0.302319,0.280047,,,,2.64,19260817.0,-1.0,none,143.0
200.0,48.0,0.7,0.85,0.0001,0.1,0.010993,-0.008573,-0.043978,0.287075,0.302452,0.279899,,,,1.77,19260817.0,-1.0,none,144.0
200.0,48.0,0.7,0.7,1e-06,0.1,0.000107,-0.00899,-0.048034,0.288651,0.302514,0.280442,,,,1.72,19260817.0,-1.0,none,145.0
200.0,48.0,0.7,0.7,0.01,0.1,0.561408,0.005402,0.010028,0.191173,0.300349,0.272563,,,,0.96,19260817.0,-1.0,none,146.0
200.0,48.0,0.7,0.7,0.0001,0.01,0.010859,-0.007981,-0.044829,0.287095,0.302363,0.280013,,,,1.86,19260817.0,-1.0,none,147.0
200.0,48.0,0.7,0.7,0.0001,1.0,0.008277,-0.007877,-0.045634,0.287469,0.302347,0.280121,,,,0.6,19260817.0,-1.0,none,148.0
200.0,24.0,0.4,0.7,0.0001,0.1,0.010642,-0.007989,-0.044868,0.287126,0.302364,0.280018,,,,1.26,19260817.0,-1.0,none,149.0
200.0,24.0,0.55,0.55,0.0001,0.1,0.010377,-0.007693,-0.045082,0.287165,0.302319,0.280047,,,,2.27,19260817.0,-1.0,none,150.0
200.0,24.0,0.55,0.85,0.0001,0.1,0.010993,-0.008573,-0.043978,0.287075,0.302452,0.279899,,,,1.88,19260817.0,-1.0,none,151.0
200.0,24.0,0.55,0.7,1e-06,0.1,0.000107,-0.00899,-0.048034,0.288651,0.302514,0.280442,,,,0.58,19260817.0,-1.0,none,152.0
200.0,24.0,0.55,0.7,0.01,0.1,0.561408,0.005402,0.010028,0.191173,0.300349,0.272563,,,,2.89,19260817.0,-1.0,none,153.0
200.0,24.0,0.55,0.7,0.0001,0.01,0.010859,-0.007981,-0.044829,0.287095,0.302363,0.280013,,,,2.73,19260817.0,-1.0,none,154.0
200.0,24.0,0.55,0.7,0.0001,1.0,0.008277,-0.007877,-0.045634,0.287469,0.302347,0.280121,,,,0.91,19260817.0,-1.0,none,155.0
200.0,24.0,1.0,0.7,0.0001,0.1,0.010642,-0.007989,-0.044868,0.287126,0.302364,0.280018,,,,0.84,19260817.0,-1.0,none,156.0
200.0,24.0,0.85,0.55,0.0001,0.1,0.010377,-0.007693,-0.045082,0.287165,0.302319,0.280047,,,,2.94,19260817.0,-1.0,none,157.0
200.0,24.0,0.85,0.85,0.0001,0.1,0.010993,-0.008573,-0.043978,0.287075,0.302452,0.279899,,,,1.84,19260817.0,-1.0,none,158.0
200.0,24.0,0.85,0.7,1e-06,0.1,0.000107,-0.00899,-0.048034,0.288651,0.302514,0.280442,,,,0.93,19260817.0,-1.0,none,159.0
200.0,24.0,0.85,0.7,0.01,0.1,0.561408,0.005402,0.010028,0.191173,0.300349,0.272563,,,,1.95,19260817.0,-1.0,none,160.0
200.0,24.0,0.85,0.7,0.0001,0.01,0.010859,-0.007981,-0.044829,0.287095,0.302363,0.280013,,,,2.57,19260817.0,-1.0,none,161.0
200.0,24.0,0.85,0.7,0.0001,1.0,0.008277,-0.007877,-0.045634,0.287469,0.302347,0.280121,,,,0.91,19260817.0,-1.0,none,162.0
200.0,24.0,0.7,0.4,0.0001,0.1,0.009844,-0.007319,-0.04533,0.287242,0.302263,0.28008,,,,0.93,19260817.0,-1.0,none,163.0
200.0,24.0,0.7,0.55,1e-06,0.1,0.000105,-0.008987,-0.048036,0.288651,0.302514,0.280443,,,,2.8,19260817.0,-1.0,none,164.0
200.0,24.0,0.7,0.55,0.01,0.1,0.550614,0.008767,-0.001901,0.193511,0.29984,0.2742,,,,0.76,19260817.0,-1.0,none,165.0
200.0,24.0,0.7,0.55,0.0001,0.01,0.010618,-0.007702,-0.045015,0.28713,0.302321,0.280038,,,,2.79,19260817.0,-1.0,none,166.0
200.0,24.0,0.7,0.55,0.0001,1.0,0.008091,-0.007804,-0.045659,0.287496,0.302336,0.280124,,,,0.63,19260817.0,-1.0,none,167.0
200.0,24.0,0.7,1.0,0.0001,0.1,0.011293,-0.008508,-0.042826,0.287032,0.302442,0.279745,,,,1.02,19260817.0,-1.0,none,168.0
200.0,24.0,0.7,0.85,1e-06,0.1,0.000111,-0.008996,-0.048025,0.28865,0.302515,0.280441,,,,0.8,19260817.0,-1.0,none,169.0
200.0,24.0,0.7,0.85,0.01,0.1,0.569477,0.01023,0.029871,0.189406,0.299619,0.269818,,,,1.52,19260817.0,-1.0,none,170.0
