max_depth,max_bins,interaction_cst,learning_rate,l2_regularization,max_iter,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Precedence
192.0,4.0,no_interactions,1e-08,0.0001,400.0,0.0,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.25,19260817.0,14.0
24.0,255.0,no_interactions,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,19260817.0,15.0
3.0,255.0,pairwise,1e-08,10.0,400.0,1e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.38,19260817.0,16.0
24.0,4.0,no_interactions,0.1,10.0,400.0,0.495616,0.077221,-0.112466,0.205011,0.289302,0.288934,,,,0.23,19260817.0,17.0
24.0,255.0,pairwise,1e-08,10.0,400.0,1e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.34,19260817.0,18.0
192.0,4.0,pairwise,0.1,10.0,25.0,0.338912,0.053122,0.112146,0.234707,0.293055,0.258123,,,,0.03,19260817.0,19.0
192.0,4.0,no_interactions,0.1,0.0001,25.0,0.188722,0.032129,0.004923,0.260005,0.296286,0.273265,,,,0.02,19260817.0,20.0
3.0,255.0,no_interactions,1e-08,10.0,400.0,1e-06,-0.009,-0.048067,0.288666,0.302515,0.280447,,,,0.24,19260817.0,21.0
192.0,255.0,pairwise,1e-08,10.0,400.0,1e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.33,19260817.0,22.0
24.0,4.0,no_interactions,1e-08,10.0,400.0,0.0,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.16,19260817.0,23.0
192.0,255.0,pairwise,1e-08,0.0001,400.0,2e-06,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.36,19260817.0,24.0
192.0,255.0,no_interactions,1e-08,0.0001,400.0,1e-06,-0.009,-0.048067,0.288666,0.302515,0.280447,,,,0.31,19260817.0,25.0
3.0,255.0,pairwise,0.1,0.0001,400.0,0.995122,-0.056277,-0.001569,0.020161,0.309522,0.274155,,,,0.35,19260817.0,26.0
24.0,4.0,pairwise,1e-08,0.0001,400.0,1e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.35,19260817.0,27.0
24.0,255.0,no_interactions,0.1,10.0,400.0,0.956787,-0.0177,0.037853,0.060007,0.303817,0.268706,,,,0.27,19260817.0,28.0
3.0,255.0,no_interactions,0.1,10.0,25.0,0.313644,0.104266,-0.008961,0.23915,0.285031,0.275165,,,,0.02,19260817.0,29.0
192.0,4.0,no_interactions,0.1,10.0,25.0,0.166194,0.034697,-0.004949,0.26359,0.295892,0.274617,,,,0.02,19260817.0,30.0
192.0,4.0,no_interactions,0.1,10.0,400.0,0.495616,0.077221,-0.112466,0.205011,0.289302,0.288934,,,,0.22,19260817.0,31.0
24.0,4.0,no_interactions,1e-08,0.0001,400.0,0.0,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.25,19260817.0,32.0
3.0,255.0,no_interactions,1e-08,10.0,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,19260817.0,33.0
3.0,255.0,no_interactions,1e-08,0.0001,400.0,1e-06,-0.009,-0.048067,0.288666,0.302515,0.280447,,,,0.28,19260817.0,34.0
3.0,255.0,no_interactions,0.1,0.0001,400.0,0.965205,-0.035399,0.028444,0.053846,0.306447,0.270016,,,,0.27,19260817.0,35.0
192.0,4.0,pairwise,0.1,10.0,400.0,0.901169,-0.171295,-0.14279,0.090749,0.325938,0.292846,,,,0.39,19260817.0,36.0
24.0,255.0,pairwise,0.1,0.0001,400.0,0.997379,-0.011512,-0.045827,0.014779,0.302892,0.280147,,,,0.38,19260817.0,37.0
192.0,4.0,pairwise,0.1,0.0001,25.0,0.4019,0.048152,0.100661,0.223246,0.293823,0.259787,,,,0.03,19260817.0,38.0
3.0,4.0,no_interactions,0.1,10.0,25.0,0.166194,0.034697,-0.004949,0.26359,0.295892,0.274617,,,,0.02,19260817.0,39.0
192.0,255.0,pairwise,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.03,19260817.0,40.0
192.0,4.0,no_interactions,0.1,0.0001,400.0,0.512085,0.072283,-0.119905,0.201636,0.290075,0.289899,,,,0.29,19260817.0,41.0
24.0,4.0,no_interactions,1e-08,10.0,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,19260817.0,42.0
192.0,255.0,pairwise,0.1,0.0001,400.0,0.997379,-0.011512,-0.045827,0.014779,0.302892,0.280147,,,,0.42,19260817.0,43.0
3.0,4.0,pairwise,1e-08,10.0,400.0,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.33,19260817.0,44.0
24.0,4.0,no_interactions,0.1,10.0,25.0,0.166194,0.034697,-0.004949,0.26359,0.295892,0.274617,,,,0.02,19260817.0,45.0
24.0,4.0,pairwise,1e-08,10.0,400.0,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.34,19260817.0,46.0
192.0,255.0,pairwise,0.1,0.0001,25.0,0.564888,0.132957,-0.011732,0.190413,0.280429,0.275543,,,,0.03,19260817.0,47.0
3.0,255.0,no_interactions,0.1,10.0,400.0,0.945165,-0.035851,0.004473,0.067597,0.306514,0.273327,,,,0.27,19260817.0,48.0
192.0,255.0,no_interactions,1e-08,10.0,400.0,1e-06,-0.009,-0.048067,0.288666,0.302515,0.280447,,,,0.25,19260817.0,49.0
192.0,255.0,no_interactions,0.1,0.0001,25.0,0.426582,0.120334,0.012544,0.218591,0.282463,0.272217,,,,0.02,19260817.0,50.0
192.0,4.0,pairwise,1e-08,0.0001,400.0,1e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.37,19260817.0,51.0
24.0,4.0,pairwise,0.1,0.0001,400.0,0.942653,-0.214482,-0.103592,0.069127,0.331893,0.28778,,,,0.37,19260817.0,52.0
3.0,4.0,pairwise,0.1,0.0001,400.0,0.939501,-0.173142,-0.229474,0.071002,0.326195,0.303749,,,,0.35,19260817.0,53.0
192.0,4.0,no_interactions,1e-08,10.0,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,19260817.0,54.0
24.0,255.0,no_interactions,1e-08,10.0,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,19260817.0,55.0
24.0,4.0,no_interactions,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,19260817.0,56.0
3.0,4.0,pairwise,1e-08,0.0001,400.0,1e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.39,19260817.0,57.0
3.0,4.0,no_interactions,1e-08,0.0001,400.0,0.0,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.26,19260817.0,58.0
24.0,255.0,pairwise,1e-08,10.0,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.03,19260817.0,59.0
192.0,255.0,no_interactions,0.1,10.0,400.0,0.956787,-0.0177,0.037853,0.060007,0.303817,0.268706,,,,0.29,19260817.0,60.0
3.0,255.0,pairwise,0.1,10.0,25.0,0.448993,0.124256,-0.009085,0.214277,0.281832,0.275182,,,,0.03,19260817.0,61.0
24.0,4.0,no_interactions,0.1,0.0001,400.0,0.512085,0.072283,-0.119905,0.201636,0.290075,0.289899,,,,0.25,19260817.0,62.0
192.0,4.0,pairwise,1e-08,10.0,400.0,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.31,19260817.0,63.0
3.0,4.0,pairwise,0.1,10.0,400.0,0.888919,-0.168708,-0.170858,0.096209,0.325578,0.29642,,,,0.33,19260817.0,64.0
192.0,4.0,pairwise,0.1,0.0001,400.0,0.942653,-0.214482,-0.103592,0.069127,0.331893,0.28778,,,,0.37,19260817.0,65.0
24.0,4.0,pairwise,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.03,19260817.0,66.0
24.0,255.0,pairwise,0.1,10.0,400.0,0.992006,0.001858,0.095582,0.025809,0.300883,0.26052,,,,0.38,19260817.0,67.0
24.0,255.0,pairwise,0.1,10.0,25.0,0.477066,0.110492,0.001867,0.208747,0.284038,0.273684,,,,0.03,19260817.0,68.0
24.0,255.0,no_interactions,0.1,10.0,25.0,0.32953,0.093739,-0.026953,0.236366,0.286701,0.277607,,,,0.02,19260817.0,69.0
24.0,255.0,no_interactions,1e-08,0.0001,400.0,1e-06,-0.009,-0.048067,0.288666,0.302515,0.280447,,,,0.32,19260817.0,70.0
192.0,255.0,pairwise,0.1,10.0,25.0,0.477066,0.110492,0.001867,0.208747,0.284038,0.273684,,,,0.03,19260817.0,71.0
3.0,255.0,pairwise,0.1,0.0001,25.0,0.53877,0.084066,-0.049036,0.196045,0.288227,0.280576,,,,0.02,19260817.0,72.0
3.0,4.0,no_interactions,0.1,0.0001,400.0,0.512085,0.072283,-0.119905,0.201636,0.290075,0.289899,,,,0.24,19260817.0,73.0
3.0,4.0,pairwise,0.1,0.0001,25.0,0.399877,0.042673,0.092644,0.223623,0.294667,0.260942,,,,0.03,19260817.0,74.0
3.0,4.0,no_interactions,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,19260817.0,75.0
192.0,255.0,no_interactions,0.1,0.0001,400.0,0.979098,0.040667,0.038346,0.041734,0.294976,0.268637,,,,0.32,19260817.0,76.0
192.0,255.0,pairwise,0.1,10.0,400.0,0.992006,0.001858,0.095582,0.025809,0.300883,0.26052,,,,0.36,19260817.0,77.0
24.0,255.0,pairwise,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.03,19260817.0,78.0
192.0,4.0,no_interactions,1e-08,10.0,400.0,0.0,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.17,19260817.0,79.0
3.0,255.0,pairwise,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.03,19260817.0,80.0
192.0,255.0,no_interactions,0.1,10.0,25.0,0.32953,0.093739,-0.026953,0.236366,0.286701,0.277607,,,,0.05,19260817.0,81.0
3.0,4.0,no_interactions,0.1,10.0,400.0,0.495616,0.077221,-0.112466,0.205011,0.289302,0.288934,,,,0.26,19260817.0,82.0
24.0,255.0,pairwise,0.1,0.0001,25.0,0.564888,0.132957,-0.011732,0.190413,0.280429,0.275543,,,,0.03,19260817.0,83.0
3.0,255.0,pairwise,0.1,10.0,400.0,0.986574,-0.068214,0.042767,0.033448,0.311266,0.268018,,,,0.43,19260817.0,84.0
192.0,255.0,pairwise,1e-08,10.0,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.04,19260817.0,85.0
3.0,4.0,pairwise,0.1,10.0,25.0,0.331489,0.050946,0.104844,0.236021,0.293391,0.259182,,,,0.03,19260817.0,86.0
192.0,255.0,no_interactions,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.03,19260817.0,87.0
24.0,255.0,pairwise,1e-08,0.0001,400.0,2e-06,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.41,19260817.0,88.0
3.0,4.0,pairwise,1e-08,10.0,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.03,19260817.0,89.0
3.0,4.0,no_interactions,1e-08,10.0,400.0,0.0,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.22,19260817.0,90.0
192.0,255.0,no_interactions,1e-08,10.0,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,19260817.0,91.0
192.0,4.0,pairwise,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.04,19260817.0,92.0
24.0,4.0,pairwise,1e-08,10.0,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.04,19260817.0,93.0
24.0,64.0,pairwise,0.0001,0.1,100.0,0.004076,-0.00694,-0.047276,0.288077,0.302206,0.280341,,,,0.11,19260817.0,94.0
24.0,4.0,pairwise,0.1,10.0,400.0,0.901169,-0.171295,-0.14279,0.090749,0.325938,0.292846,,,,0.42,19260817.0,95.0
192.0,4.0,no_interactions,1e-08,0.0001,25.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.03,19260817.0,96.0
12.0,64.0,pairwise,0.0001,0.1,100.0,0.004076,-0.00694,-0.047276,0.288077,0.302206,0.280341,,,,0.1,19260817.0,97.0
48.0,64.0,pairwise,0.0001,0.1,100.0,0.004076,-0.00694,-0.047276,0.288077,0.302206,0.280341,,,,0.11,19260817.0,98.0
24.0,16.0,pairwise,0.0001,0.1,100.0,0.004204,-0.00591,-0.045626,0.288059,0.302052,0.28012,,,,0.11,19260817.0,99.0
24.0,255.0,pairwise,0.0001,0.1,100.0,0.004225,-0.007721,-0.047985,0.288056,0.302324,0.280436,,,,0.09,19260817.0,100.0
24.0,64.0,no_interactions,0.0001,0.1,100.0,0.00279,-0.00748,-0.048011,0.288263,0.302288,0.280439,,,,0.09,19260817.0,101.0
24.0,64.0,pairwise,1e-06,0.1,100.0,4.1e-05,-0.008979,-0.048058,0.28866,0.302512,0.280446,,,,0.1,19260817.0,102.0
24.0,64.0,pairwise,0.01,0.1,100.0,0.2915,0.096769,-0.04874,0.242978,0.286221,0.280537,,,,0.11,19260817.0,103.0
24.0,64.0,pairwise,0.0001,0.01,100.0,0.004087,-0.006934,-0.047272,0.288076,0.302206,0.28034,,,,0.1,19260817.0,104.0
24.0,64.0,pairwise,0.0001,1.0,100.0,0.003973,-0.006994,-0.047314,0.288092,0.302215,0.280346,,,,0.1,19260817.0,105.0
24.0,64.0,pairwise,0.0001,0.1,50.0,0.002048,-0.007964,-0.047664,0.288371,0.30236,0.280393,,,,0.06,19260817.0,106.0
24.0,64.0,pairwise,0.0001,0.1,200.0,0.008072,-0.00493,-0.04654,0.287499,0.301905,0.280242,,,,0.19,19260817.0,107.0
6.0,64.0,pairwise,0.0001,0.1,100.0,0.004076,-0.00694,-0.047276,0.288077,0.302206,0.280341,,,,0.1,19260817.0,108.0
12.0,16.0,pairwise,0.0001,0.1,100.0,0.004204,-0.00591,-0.045626,0.288059,0.302052,0.28012,,,,0.1,19260817.0,109.0
12.0,255.0,pairwise,0.0001,0.1,100.0,0.004225,-0.007721,-0.047985,0.288056,0.302324,0.280436,,,,0.17,19260817.0,110.0
12.0,64.0,no_interactions,0.0001,0.1,100.0,0.00279,-0.00748,-0.048011,0.288263,0.302288,0.280439,,,,0.1,19260817.0,111.0
12.0,64.0,pairwise,1e-06,0.1,100.0,4.1e-05,-0.008979,-0.048058,0.28866,0.302512,0.280446,,,,0.1,19260817.0,112.0
12.0,64.0,pairwise,0.01,0.1,100.0,0.2915,0.096769,-0.04874,0.242978,0.286221,0.280537,,,,0.1,19260817.0,113.0
12.0,64.0,pairwise,0.0001,0.01,100.0,0.004087,-0.006934,-0.047272,0.288076,0.302206,0.28034,,,,0.1,19260817.0,114.0
12.0,64.0,pairwise,0.0001,1.0,100.0,0.003973,-0.006994,-0.047314,0.288092,0.302215,0.280346,,,,0.12,19260817.0,115.0
12.0,64.0,pairwise,0.0001,0.1,50.0,0.002048,-0.007964,-0.047664,0.288371,0.30236,0.280393,,,,0.06,19260817.0,116.0
12.0,64.0,pairwise,0.0001,0.1,200.0,0.008072,-0.00493,-0.04654,0.287499,0.301905,0.280242,,,,0.2,19260817.0,117.0
96.0,64.0,pairwise,0.0001,0.1,100.0,0.004076,-0.00694,-0.047276,0.288077,0.302206,0.280341,,,,0.1,19260817.0,118.0
48.0,16.0,pairwise,0.0001,0.1,100.0,0.004204,-0.00591,-0.045626,0.288059,0.302052,0.28012,,,,0.11,19260817.0,119.0
48.0,255.0,pairwise,0.0001,0.1,100.0,0.004225,-0.007721,-0.047985,0.288056,0.302324,0.280436,,,,0.1,19260817.0,120.0
48.0,64.0,no_interactions,0.0001,0.1,100.0,0.00279,-0.00748,-0.048011,0.288263,0.302288,0.280439,,,,0.09,19260817.0,121.0
48.0,64.0,pairwise,1e-06,0.1,100.0,4.1e-05,-0.008979,-0.048058,0.28866,0.302512,0.280446,,,,0.1,19260817.0,122.0
48.0,64.0,pairwise,0.01,0.1,100.0,0.2915,0.096769,-0.04874,0.242978,0.286221,0.280537,,,,0.1,19260817.0,123.0
48.0,64.0,pairwise,0.0001,0.01,100.0,0.004087,-0.006934,-0.047272,0.288076,0.302206,0.28034,,,,0.1,19260817.0,124.0
48.0,64.0,pairwise,0.0001,1.0,100.0,0.003973,-0.006994,-0.047314,0.288092,0.302215,0.280346,,,,0.11,19260817.0,125.0
48.0,64.0,pairwise,0.0001,0.1,50.0,0.002048,-0.007964,-0.047664,0.288371,0.30236,0.280393,,,,0.06,19260817.0,126.0
48.0,64.0,pairwise,0.0001,0.1,200.0,0.008072,-0.00493,-0.04654,0.287499,0.301905,0.280242,,,,0.2,19260817.0,127.0
24.0,4.0,pairwise,0.0001,0.1,100.0,0.002959,-0.007623,-0.046602,0.288239,0.302309,0.280251,,,,0.1,19260817.0,128.0
24.0,16.0,no_interactions,0.0001,0.1,100.0,0.002527,-0.007432,-0.04858,0.288301,0.30228,0.280515,,,,0.09,19260817.0,129.0
24.0,16.0,pairwise,1e-06,0.1,100.0,4.2e-05,-0.008969,-0.048042,0.28866,0.302511,0.280443,,,,0.14,19260817.0,130.0
24.0,16.0,pairwise,0.01,0.1,100.0,0.256215,0.114898,0.021057,0.248954,0.283334,0.271041,,,,0.1,19260817.0,131.0
24.0,16.0,pairwise,0.0001,0.01,100.0,0.004218,-0.0059,-0.045619,0.288057,0.30205,0.280119,,,,0.1,19260817.0,132.0
24.0,16.0,pairwise,0.0001,1.0,100.0,0.004063,-0.006005,-0.045693,0.288079,0.302066,0.280129,,,,0.11,19260817.0,133.0
24.0,16.0,pairwise,0.0001,0.1,50.0,0.002112,-0.007445,-0.046838,0.288361,0.302282,0.280282,,,,0.06,19260817.0,134.0
24.0,16.0,pairwise,0.0001,0.1,200.0,0.008325,-0.002895,-0.043255,0.287462,0.301599,0.279802,,,,0.2,19260817.0,135.0
24.0,255.0,no_interactions,0.0001,0.1,100.0,0.002962,-0.00703,-0.048261,0.288239,0.30222,0.280473,,,,0.08,19260817.0,136.0
24.0,255.0,pairwise,1e-06,0.1,100.0,4.2e-05,-0.00899,-0.048071,0.28866,0.302514,0.280447,,,,0.1,19260817.0,137.0
24.0,255.0,pairwise,0.01,0.1,100.0,0.304877,0.097553,-0.046027,0.240673,0.286097,0.280174,,,,0.1,19260817.0,138.0
24.0,255.0,pairwise,0.0001,0.01,100.0,0.004231,-0.00773,-0.048012,0.288055,0.302325,0.280439,,,,0.09,19260817.0,139.0
24.0,255.0,pairwise,0.0001,1.0,100.0,0.004124,-0.007721,-0.047918,0.28807,0.302324,0.280427,,,,0.1,19260817.0,140.0
24.0,255.0,pairwise,0.0001,0.1,50.0,0.002091,-0.008425,-0.048181,0.288364,0.302429,0.280462,,,,0.05,19260817.0,141.0
24.0,255.0,pairwise,0.0001,0.1,200.0,0.008442,-0.006358,-0.047641,0.287445,0.302119,0.28039,,,,0.19,19260817.0,142.0
24.0,64.0,no_interactions,1e-06,0.1,100.0,2.8e-05,-0.008985,-0.048066,0.288662,0.302513,0.280447,,,,0.09,19260817.0,143.0
24.0,64.0,no_interactions,0.01,0.1,100.0,0.190883,0.107875,-0.034928,0.259658,0.284456,0.278683,,,,0.09,19260817.0,144.0
24.0,64.0,no_interactions,0.0001,0.01,100.0,0.0028,-0.007474,-0.048011,0.288262,0.302287,0.280439,,,,0.09,19260817.0,145.0
24.0,64.0,no_interactions,0.0001,1.0,100.0,0.002689,-0.007536,-0.048007,0.288278,0.302296,0.280439,,,,0.09,19260817.0,146.0
24.0,64.0,no_interactions,0.0001,0.1,50.0,0.001402,-0.008235,-0.048034,0.288464,0.302401,0.280442,,,,0.05,19260817.0,147.0
24.0,64.0,no_interactions,0.0001,0.1,200.0,0.005571,-0.005756,-0.048003,0.287861,0.302029,0.280438,,,,0.17,19260817.0,148.0
24.0,64.0,pairwise,1e-08,0.1,100.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.1,19260817.0,149.0
24.0,64.0,pairwise,1e-06,0.01,100.0,4.1e-05,-0.008979,-0.048058,0.28866,0.302512,0.280446,,,,0.1,19260817.0,150.0
24.0,64.0,pairwise,1e-06,1.0,100.0,4e-05,-0.00898,-0.048059,0.288661,0.302513,0.280446,,,,0.11,19260817.0,151.0
24.0,64.0,pairwise,1e-06,0.1,50.0,2.1e-05,-0.00899,-0.048063,0.288663,0.302514,0.280446,,,,0.06,19260817.0,152.0
24.0,64.0,pairwise,1e-06,0.1,200.0,8.2e-05,-0.008959,-0.04805,0.288654,0.302509,0.280444,,,,0.21,19260817.0,153.0
24.0,64.0,pairwise,0.1,0.1,100.0,0.894974,0.125876,-0.039213,0.09355,0.281571,0.27926,,,,0.11,19260817.0,154.0
24.0,64.0,pairwise,0.01,0.01,100.0,0.293352,0.095998,-0.047876,0.24266,0.286343,0.280421,,,,0.1,19260817.0,155.0
24.0,64.0,pairwise,0.01,1.0,100.0,0.284436,0.095567,-0.052225,0.244186,0.286411,0.281003,,,,0.1,19260817.0,156.0
24.0,64.0,pairwise,0.01,0.1,50.0,0.171913,0.06315,-0.046238,0.262684,0.291499,0.280202,,,,0.05,19260817.0,157.0
24.0,64.0,pairwise,0.01,0.1,200.0,0.464093,0.138889,-0.030028,0.21132,0.279468,0.278023,,,,0.19,19260817.0,158.0
24.0,64.0,pairwise,0.0001,0.001,100.0,0.004088,-0.006933,-0.047271,0.288076,0.302206,0.28034,,,,0.1,19260817.0,159.0
24.0,64.0,pairwise,0.0001,0.01,50.0,0.002054,-0.007961,-0.047662,0.28837,0.30236,0.280393,,,,0.05,19260817.0,160.0
24.0,64.0,pairwise,0.0001,0.01,200.0,0.008093,-0.004919,-0.046532,0.287496,0.301903,0.280241,,,,0.19,19260817.0,161.0
24.0,64.0,pairwise,0.0001,10.0,100.0,0.003177,-0.007407,-0.047564,0.288207,0.302277,0.280379,,,,0.1,19260817.0,162.0
24.0,64.0,pairwise,0.0001,1.0,50.0,0.001996,-0.007991,-0.047684,0.288378,0.302364,0.280395,,,,0.05,19260817.0,163.0
24.0,64.0,pairwise,0.0001,1.0,200.0,0.00787,-0.005035,-0.046613,0.287528,0.301921,0.280252,,,,0.19,19260817.0,164.0
24.0,64.0,pairwise,0.0001,0.1,25.0,0.001027,-0.00848,-0.047864,0.288518,0.302438,0.28042,,,,0.03,19260817.0,165.0
24.0,64.0,pairwise,0.0001,0.1,400.0,0.015828,-0.001057,-0.045226,0.286373,0.301322,0.280066,,,,0.37,19260817.0,166.0
12.0,64.0,pairwise,0.01,0.1,200.0,0.464093,0.138889,-0.030028,0.21132,0.279468,0.278023,,,,0.24,19260817.0,167.0
48.0,64.0,pairwise,0.01,0.1,200.0,0.464093,0.138889,-0.030028,0.21132,0.279468,0.278023,,,,0.2,19260817.0,168.0
24.0,16.0,pairwise,0.01,0.1,200.0,0.415743,0.153938,0.039716,0.220647,0.277015,0.268445,,,,0.21,19260817.0,169.0
24.0,255.0,pairwise,0.01,0.1,200.0,0.489833,0.145465,-0.024407,0.206183,0.278399,0.277263,,,,0.21,19260817.0,170.0
24.0,64.0,no_interactions,0.01,0.1,200.0,0.323142,0.139455,-0.051519,0.23749,0.279376,0.280908,,,,0.19,19260817.0,171.0
24.0,64.0,pairwise,0.1,0.1,200.0,0.973912,0.114735,-0.056181,0.046624,0.28336,0.28153,,,,0.2,19260817.0,172.0
24.0,64.0,pairwise,0.01,0.01,200.0,0.466488,0.138939,-0.029459,0.210848,0.27946,0.277946,,,,0.22,19260817.0,173.0
24.0,64.0,pairwise,0.01,1.0,200.0,0.458251,0.131692,-0.032539,0.212469,0.280633,0.278361,,,,0.2,19260817.0,174.0
24.0,64.0,pairwise,0.01,0.1,400.0,0.676765,0.121903,-0.036427,0.164118,0.282211,0.278885,,,,0.42,19260817.0,175.0
12.0,16.0,pairwise,0.01,0.1,200.0,0.415743,0.153938,0.039716,0.220647,0.277015,0.268445,,,,0.2,19260817.0,176.0
48.0,16.0,pairwise,0.01,0.1,200.0,0.415743,0.153938,0.039716,0.220647,0.277015,0.268445,,,,0.21,19260817.0,177.0
24.0,4.0,pairwise,0.01,0.1,200.0,0.355991,0.050543,0.112487,0.231655,0.293454,0.258073,,,,0.21,19260817.0,178.0
24.0,16.0,no_interactions,0.01,0.1,200.0,0.264165,0.122293,-0.056466,0.24762,0.282148,0.281568,,,,0.21,19260817.0,179.0
24.0,16.0,pairwise,0.1,0.1,200.0,0.943086,-0.004942,-0.073848,0.068866,0.301907,0.283875,,,,0.24,19260817.0,180.0
24.0,16.0,pairwise,0.01,0.01,200.0,0.416297,0.155848,0.043085,0.220542,0.276702,0.267974,,,,0.21,19260817.0,181.0
24.0,16.0,pairwise,0.01,1.0,200.0,0.408009,0.146681,0.047005,0.222103,0.2782,0.267424,,,,0.21,19260817.0,182.0
24.0,16.0,pairwise,0.01,0.1,400.0,0.614301,0.130919,0.018608,0.179275,0.280758,0.27138,,,,0.41,19260817.0,183.0
12.0,16.0,pairwise,0.01,0.01,200.0,0.416297,0.155848,0.043085,0.220542,0.276702,0.267974,,,,0.21,19260817.0,184.0
