learning_rate,n_estimators,subsample,min_samples_split,max_depth,max_features,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Precedence
0.01,400.0,0.25,64.0,3.0,0.4,-1e-05,-0.008432,-0.046611,0.288668,0.30243,0.280252,,,,0.09,42.0,441.0
0.0001,800.0,0.4,64.0,3.0,0.25,0.011004,-0.007387,-0.046105,0.287074,0.302274,0.280184,,,,0.27,42.0,442.0
0.01,800.0,0.55,64.0,3.0,0.25,0.721624,-0.011469,0.030158,0.152304,0.302885,0.269778,,,,0.73,42.0,443.0
0.01,800.0,0.4,32.0,3.0,0.25,0.78366,0.036865,0.014352,0.134266,0.29556,0.271967,,,,0.31,42.0,444.0
0.01,800.0,0.4,64.0,6.0,0.25,0.507896,0.045546,0.05098,0.2025,0.294225,0.266866,,,,0.26,42.0,445.0
0.01,800.0,0.4,64.0,3.0,0.4,0.522548,0.018283,0.02746,0.199462,0.298398,0.270153,,,,0.34,42.0,446.0
0.0001,800.0,0.25,32.0,3.0,0.25,0.01491,-0.005454,-0.044764,0.286506,0.301984,0.280004,,,,0.23,42.0,447.0
0.01,800.0,0.25,16.0,3.0,0.25,0.783707,0.047881,0.009344,0.134251,0.293865,0.272657,,,,0.25,42.0,448.0
0.01,800.0,0.25,32.0,6.0,0.25,0.616651,0.021148,0.037314,0.178728,0.297962,0.268781,,,,0.27,42.0,449.0
0.01,800.0,0.25,32.0,3.0,0.4,0.625829,0.005414,0.021193,0.176576,0.300347,0.271022,,,,0.29,42.0,450.0
0.0001,800.0,0.25,64.0,6.0,0.25,-0.0,-0.008992,-0.048046,0.288666,0.302514,0.280444,,,,0.2,42.0,451.0
0.01,800.0,0.25,64.0,12.0,0.25,-1e-05,-0.009589,-0.049549,0.288668,0.302604,0.280645,,,,0.21,42.0,452.0
0.01,800.0,0.25,64.0,6.0,0.4,-1e-05,-0.009589,-0.049549,0.288668,0.302604,0.280645,,,,0.43,42.0,453.0
0.0001,800.0,0.25,64.0,3.0,0.4,-0.0,-0.008992,-0.048046,0.288666,0.302514,0.280444,,,,0.21,42.0,454.0
0.01,800.0,0.25,64.0,3.0,0.55,-1e-05,-0.009589,-0.049549,0.288668,0.302604,0.280645,,,,0.19,42.0,455.0
1e-06,800.0,0.25,2.0,3.0,0.25,0.00033,-0.008933,-0.047998,0.288619,0.302505,0.280438,,,,0.33,42.0,456.0
1e-08,400.0,0.25,2.0,3.0,0.25,2e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.16,42.0,457.0
1e-08,800.0,0.4,2.0,3.0,0.25,4e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.41,42.0,458.0
1e-08,800.0,0.25,4.0,3.0,0.25,3e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.28,42.0,459.0
1e-08,800.0,0.25,2.0,6.0,0.25,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.3,42.0,460.0
1e-08,800.0,0.25,2.0,3.0,0.4,4e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.55,42.0,461.0
0.0001,800.0,0.25,2.0,3.0,0.25,0.032194,-0.002302,-0.04142,0.283982,0.30151,0.279556,,,,0.27,42.0,462.0
1e-06,400.0,0.25,2.0,3.0,0.25,0.000166,-0.008973,-0.048029,0.288642,0.302511,0.280442,,,,0.13,42.0,463.0
1e-06,800.0,0.4,2.0,3.0,0.25,0.000385,-0.008938,-0.04799,0.288611,0.302506,0.280436,,,,0.37,42.0,464.0
1e-06,800.0,0.25,4.0,3.0,0.25,0.000327,-0.008927,-0.048001,0.288619,0.302505,0.280438,,,,0.3,42.0,465.0
1e-06,800.0,0.25,2.0,6.0,0.25,0.000492,-0.008915,-0.047972,0.288595,0.302503,0.280434,,,,0.65,42.0,466.0
1e-06,800.0,0.25,2.0,3.0,0.4,0.00035,-0.008915,-0.047991,0.288616,0.302503,0.280437,,,,0.31,42.0,467.0
1e-08,200.0,0.25,2.0,3.0,0.25,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.07,42.0,468.0
1e-08,400.0,0.4,2.0,3.0,0.25,2e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.19,42.0,469.0
1e-08,400.0,0.25,4.0,3.0,0.25,2e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.29,42.0,470.0
1e-08,400.0,0.25,2.0,6.0,0.25,2e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.24,42.0,471.0
1e-08,400.0,0.25,2.0,3.0,0.4,2e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.17,42.0,472.0
1e-08,800.0,0.55,2.0,3.0,0.25,4e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.35,42.0,473.0
1e-08,800.0,0.4,4.0,3.0,0.25,4e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.3,42.0,474.0
1e-08,800.0,0.4,2.0,6.0,0.25,7e-06,-0.008999,-0.048066,0.288665,0.302515,0.280447,,,,0.4,42.0,475.0
1e-08,800.0,0.4,2.0,3.0,0.4,4e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.41,42.0,476.0
1e-08,800.0,0.25,8.0,3.0,0.25,3e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.47,42.0,477.0
1e-08,800.0,0.25,4.0,6.0,0.25,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.37,42.0,478.0
1e-08,800.0,0.25,4.0,3.0,0.4,3e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.3,42.0,479.0
1e-08,800.0,0.25,2.0,12.0,0.25,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.34,42.0,480.0
1e-08,800.0,0.25,2.0,6.0,0.4,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.44,42.0,481.0
1e-08,800.0,0.25,2.0,3.0,0.55,4e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.42,42.0,482.0
1e-06,800.0,0.25,64.0,3.0,1.0,-0.0,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.22,42.0,483.0
1e-08,400.0,0.25,64.0,3.0,1.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.1,42.0,484.0
1e-08,800.0,0.4,64.0,3.0,1.0,1e-06,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.21,42.0,485.0
1e-08,800.0,0.25,32.0,3.0,1.0,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.19,42.0,486.0
1e-08,800.0,0.25,64.0,6.0,1.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.2,42.0,487.0
1e-08,800.0,0.25,64.0,3.0,0.85,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.21,42.0,488.0
0.0001,800.0,0.25,64.0,3.0,1.0,-0.0,-0.008992,-0.048046,0.288666,0.302514,0.280444,,,,0.23,42.0,489.0
1e-06,400.0,0.25,64.0,3.0,1.0,-0.0,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.11,42.0,490.0
1e-06,800.0,0.4,64.0,3.0,1.0,6.6e-05,-0.008995,-0.048058,0.288657,0.302515,0.280445,,,,0.22,42.0,491.0
1e-06,800.0,0.25,32.0,3.0,1.0,0.000101,-0.008983,-0.048043,0.288652,0.302513,0.280443,,,,0.2,42.0,492.0
1e-06,800.0,0.25,64.0,6.0,1.0,-0.0,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.18,42.0,493.0
1e-06,800.0,0.25,64.0,3.0,0.85,-0.0,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.22,42.0,494.0
1e-08,200.0,0.25,64.0,3.0,1.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.06,42.0,495.0
1e-08,400.0,0.4,64.0,3.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.11,42.0,496.0
1e-08,400.0,0.25,32.0,3.0,1.0,0.0,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.11,42.0,497.0
1e-08,400.0,0.25,64.0,6.0,1.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.09,42.0,498.0
1e-08,400.0,0.25,64.0,3.0,0.85,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.09,42.0,499.0
1e-08,800.0,0.55,64.0,3.0,1.0,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.22,42.0,500.0
1e-08,800.0,0.4,32.0,3.0,1.0,2e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.22,42.0,501.0
1e-08,800.0,0.4,64.0,6.0,1.0,1e-06,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.19,42.0,502.0
1e-08,800.0,0.4,64.0,3.0,0.85,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.44,42.0,503.0
1e-08,800.0,0.25,16.0,3.0,1.0,2e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.26,42.0,504.0
1e-08,800.0,0.25,32.0,6.0,1.0,1e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.25,42.0,505.0
1e-08,800.0,0.25,32.0,3.0,0.85,2e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.41,42.0,506.0
1e-08,800.0,0.25,64.0,12.0,1.0,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.19,42.0,507.0
1e-08,800.0,0.25,64.0,6.0,0.85,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.25,42.0,508.0
1e-08,800.0,0.25,64.0,3.0,0.7,-0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.22,42.0,509.0
0.1,25.0,0.25,2.0,3.0,0.25,0.45783,-0.183593,0.017338,0.212551,0.327645,0.271555,,,,0.01,42.0,510.0
0.01,50.0,0.25,2.0,3.0,0.25,0.165863,0.046392,-0.044272,0.263642,0.294095,0.279939,,,,0.02,42.0,511.0
0.01,25.0,0.4,2.0,3.0,0.25,0.103559,0.013642,-0.017135,0.273311,0.299102,0.276277,,,,0.01,42.0,512.0
0.01,25.0,0.25,4.0,3.0,0.25,0.078574,0.017916,-0.023495,0.277094,0.298453,0.27714,,,,0.01,42.0,513.0
0.01,25.0,0.25,2.0,6.0,0.25,0.119659,0.0098,-0.046615,0.270846,0.299684,0.280252,,,,0.01,42.0,514.0
0.01,25.0,0.25,2.0,3.0,0.4,0.097927,0.017035,-0.041858,0.274168,0.298587,0.279615,,,,0.01,42.0,515.0
0.0001,50.0,0.25,2.0,3.0,0.25,0.001925,-0.008339,-0.047782,0.288388,0.302416,0.280409,,,,0.02,42.0,516.0
0.1,50.0,0.25,2.0,3.0,0.25,0.682849,-0.129006,-0.196005,0.162566,0.32,0.299587,,,,0.02,42.0,517.0
0.01,100.0,0.25,2.0,3.0,0.25,0.302218,0.056619,-0.004361,0.241133,0.292513,0.274537,,,,0.04,42.0,518.0
0.01,50.0,0.4,2.0,3.0,0.25,0.203139,0.017635,0.009238,0.257684,0.298496,0.272672,,,,0.02,42.0,519.0
0.01,50.0,0.25,4.0,3.0,0.25,0.167238,0.034761,-0.021882,0.263425,0.295883,0.276921,,,,0.02,42.0,520.0
0.01,50.0,0.25,2.0,6.0,0.25,0.240627,0.023167,-0.04421,0.25155,0.297654,0.27993,,,,0.02,42.0,521.0
0.01,50.0,0.25,2.0,3.0,0.4,0.189455,0.044173,-0.032408,0.259887,0.294437,0.278344,,,,0.02,42.0,522.0
0.1,25.0,0.25,64.0,3.0,1.0,-0.00244,-0.002259,-0.027954,0.289018,0.301503,0.277743,,,,0.01,42.0,523.0
0.01,50.0,0.25,64.0,3.0,1.0,-0.000134,-0.00702,-0.042872,0.288686,0.302219,0.279751,,,,0.01,42.0,524.0
0.01,25.0,0.4,64.0,3.0,1.0,0.016209,-0.004611,-0.050276,0.286317,0.301857,0.280742,,,,0.01,42.0,525.0
0.01,25.0,0.25,32.0,3.0,1.0,0.031175,-0.004494,-0.043038,0.284131,0.301839,0.279773,,,,0.01,42.0,526.0
0.01,25.0,0.25,64.0,6.0,1.0,-0.000111,-0.007186,-0.043322,0.288682,0.302244,0.279811,,,,0.01,42.0,527.0
0.01,25.0,0.25,64.0,3.0,0.85,-0.000111,-0.007186,-0.043322,0.288682,0.302244,0.279811,,,,0.01,42.0,528.0
1.0,25.0,0.25,64.0,3.0,1.0,-0.062575,-0.020996,-0.001967,0.297561,0.304309,0.27421,,,,0.01,42.0,529.0
0.1,50.0,0.25,64.0,3.0,1.0,-0.001578,-0.003226,-0.031465,0.288894,0.301649,0.278217,,,,0.01,42.0,530.0
0.1,25.0,0.4,64.0,3.0,1.0,0.121819,0.031659,-0.084033,0.270513,0.296358,0.285218,,,,0.01,42.0,531.0
0.1,25.0,0.25,32.0,3.0,1.0,0.237164,0.022152,0.019082,0.252123,0.297809,0.271314,,,,0.01,42.0,532.0
0.1,25.0,0.25,64.0,6.0,1.0,-0.00244,-0.002259,-0.027954,0.289018,0.301503,0.277743,,,,0.01,42.0,533.0
0.1,25.0,0.25,64.0,3.0,0.85,-0.00244,-0.002259,-0.027954,0.289018,0.301503,0.277743,,,,0.01,42.0,534.0
0.0001,50.0,0.25,64.0,3.0,1.0,-0.0,-0.008973,-0.047998,0.288666,0.302512,0.280438,,,,0.01,42.0,535.0
0.01,100.0,0.25,64.0,3.0,1.0,-0.000149,-0.006919,-0.042595,0.288688,0.302203,0.279714,,,,0.02,42.0,536.0
0.01,50.0,0.4,64.0,3.0,1.0,0.039261,-0.001745,-0.046049,0.282943,0.301426,0.280177,,,,0.01,42.0,537.0
0.01,50.0,0.25,32.0,3.0,1.0,0.067652,0.001838,-0.036771,0.278731,0.300886,0.278931,,,,0.01,42.0,538.0
0.01,50.0,0.25,64.0,6.0,1.0,-0.000134,-0.00702,-0.042872,0.288686,0.302219,0.279751,,,,0.01,42.0,539.0
0.01,50.0,0.25,64.0,3.0,0.85,-0.000134,-0.00702,-0.042872,0.288686,0.302219,0.279751,,,,0.01,42.0,540.0
0.0001,25.0,0.4,64.0,3.0,1.0,0.000166,-0.008954,-0.048087,0.288642,0.302509,0.280449,,,,0.01,42.0,541.0
0.01,25.0,0.55,64.0,3.0,1.0,0.045353,0.00052,-0.041817,0.282045,0.301085,0.279609,,,,0.01,42.0,542.0
0.01,25.0,0.4,32.0,3.0,1.0,0.044472,0.009312,-0.038329,0.282175,0.299758,0.279141,,,,0.01,42.0,543.0
0.01,25.0,0.4,64.0,6.0,1.0,0.016209,-0.004611,-0.050276,0.286317,0.301857,0.280742,,,,0.01,42.0,544.0
0.01,25.0,0.4,64.0,3.0,0.85,0.041931,0.013489,-0.025587,0.28255,0.299125,0.277423,,,,0.01,42.0,545.0
0.0001,25.0,0.25,32.0,3.0,1.0,0.000327,-0.008946,-0.048002,0.288619,0.302507,0.280438,,,,0.01,42.0,546.0
0.01,25.0,0.25,16.0,3.0,1.0,0.042848,-0.00229,-0.038653,0.282414,0.301508,0.279184,,,,0.01,42.0,547.0
0.01,25.0,0.25,32.0,6.0,1.0,0.036263,0.001088,-0.043052,0.283384,0.300999,0.279775,,,,0.01,42.0,548.0
0.01,25.0,0.25,32.0,3.0,0.85,0.0422,0.008857,-0.030508,0.28251,0.299827,0.278088,,,,0.01,42.0,549.0
0.0001,25.0,0.25,64.0,6.0,1.0,-0.0,-0.008979,-0.048012,0.288666,0.302512,0.280439,,,,0.01,42.0,550.0
0.01,25.0,0.25,64.0,12.0,1.0,-0.000111,-0.007186,-0.043322,0.288682,0.302244,0.279811,,,,0.01,42.0,551.0
0.01,25.0,0.25,64.0,6.0,0.85,-0.000111,-0.007186,-0.043322,0.288682,0.302244,0.279811,,,,0.01,42.0,552.0
0.0001,25.0,0.25,64.0,3.0,0.85,-0.0,-0.008979,-0.048012,0.288666,0.302512,0.280439,,,,0.01,42.0,553.0
0.01,25.0,0.25,64.0,3.0,0.7,-0.000111,-0.007186,-0.043322,0.288682,0.302244,0.279811,,,,0.01,42.0,554.0
1e-06,25.0,0.25,2.0,3.0,1.0,6e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.01,42.0,555.0
1e-08,50.0,0.25,2.0,3.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,42.0,556.0
1e-08,25.0,0.4,2.0,3.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,42.0,557.0
1e-08,25.0,0.25,4.0,3.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,42.0,558.0
1e-08,25.0,0.25,2.0,6.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,42.0,559.0
1e-08,25.0,0.25,2.0,3.0,0.85,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,42.0,560.0
0.0001,25.0,0.25,2.0,3.0,1.0,0.000583,-0.008866,-0.048055,0.288582,0.302495,0.280445,,,,0.01,42.0,561.0
1e-06,50.0,0.25,2.0,3.0,1.0,1.3e-05,-0.008998,-0.048065,0.288664,0.302515,0.280446,,,,0.02,42.0,562.0
1e-06,25.0,0.4,2.0,3.0,1.0,6e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.01,42.0,563.0
1e-06,25.0,0.25,4.0,3.0,1.0,5e-06,-0.008999,-0.048066,0.288666,0.302515,0.280447,,,,0.01,42.0,564.0
1e-06,25.0,0.25,2.0,6.0,1.0,1.1e-05,-0.008998,-0.048065,0.288665,0.302515,0.280447,,,,0.01,42.0,565.0
1e-06,25.0,0.25,2.0,3.0,0.85,1.1e-05,-0.008996,-0.048064,0.288665,0.302515,0.280446,,,,0.02,42.0,566.0
1e-08,100.0,0.25,2.0,3.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.04,42.0,567.0
1e-08,50.0,0.4,2.0,3.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,42.0,568.0
1e-08,50.0,0.25,4.0,3.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,42.0,569.0
1e-08,50.0,0.25,2.0,6.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,42.0,570.0
1e-08,50.0,0.25,2.0,3.0,0.85,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.03,42.0,571.0
1e-08,25.0,0.55,2.0,3.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,42.0,572.0
1e-08,25.0,0.4,4.0,3.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,42.0,573.0
1e-08,25.0,0.4,2.0,6.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,42.0,574.0
1e-08,25.0,0.4,2.0,3.0,0.85,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,42.0,575.0
1e-08,25.0,0.25,8.0,3.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,42.0,576.0
1e-08,25.0,0.25,4.0,6.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,42.0,577.0
1e-08,25.0,0.25,4.0,3.0,0.85,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,42.0,578.0
1e-08,25.0,0.25,2.0,12.0,1.0,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,42.0,579.0
1e-08,25.0,0.25,2.0,6.0,0.85,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.02,42.0,580.0
1e-08,25.0,0.25,2.0,3.0,0.7,0.0,-0.009,-0.048067,0.288666,0.302516,0.280447,,,,0.01,42.0,581.0
1.0,800.0,0.25,2.0,3.0,0.25,-2.9983722119320433e+67,-1.08853042667412e+68,-1.0066182835716482e+68,1.580661779076327e+33,3.14211714997126e+33,2.74845251750837e+33,,,,0.25,42.0,582.0
10.0,400.0,0.25,2.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.12,42.0,583.0
10.0,800.0,0.4,2.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.42,42.0,584.0
10.0,800.0,0.25,4.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.23,42.0,585.0
10.0,800.0,0.25,2.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.24,42.0,586.0
10.0,800.0,0.25,2.0,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.25,42.0,587.0
1.0,400.0,0.25,2.0,3.0,0.25,-1.0144942756394399e+33,-4.6420168046543665e+32,-6.668789652906361e+32,9194348906434748.0,6488666315475702.0,7074232690487265.0,,,,0.12,42.0,588.0
10.0,200.0,0.25,2.0,3.0,0.25,-inf,-inf,-inf,inf,inf,inf,,,,0.07,42.0,589.0
10.0,400.0,0.4,2.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.16,42.0,590.0
10.0,400.0,0.25,4.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.33,42.0,591.0
10.0,400.0,0.25,2.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.2,42.0,592.0
10.0,400.0,0.25,2.0,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.14,42.0,593.0
1.0,800.0,0.4,2.0,3.0,0.25,-422808181058.63947,-2133840546260.4692,-2817043330151.968,187701.555164,439929.482913,459782.666705,,,,0.33,42.0,594.0
10.0,800.0,0.55,2.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.28,42.0,595.0
10.0,800.0,0.4,4.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.26,42.0,596.0
10.0,800.0,0.4,2.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.41,42.0,597.0
10.0,800.0,0.4,2.0,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.46,42.0,598.0
1.0,800.0,0.25,4.0,3.0,0.25,-1.622097461519444e+64,-2.2750871488165985e+64,-2.7723800687540004e+64,3.6765006933211007e+31,4.542564528287516e+31,4.561232553746503e+31,,,,0.37,42.0,599.0
10.0,800.0,0.25,8.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.3,42.0,600.0
10.0,800.0,0.25,4.0,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.24,42.0,601.0
10.0,800.0,0.25,4.0,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.25,42.0,602.0
1.0,800.0,0.25,2.0,6.0,0.25,-3.0766614309219064e+103,-3.96669315638239e+103,-3.484133355195935e+103,1.6011647981279444e+51,1.8967775035366148e+51,1.6169746669999585e+51,,,,0.41,42.0,603.0
10.0,800.0,0.25,2.0,12.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35,42.0,604.0
10.0,800.0,0.25,2.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.29,42.0,605.0
1.0,800.0,0.25,2.0,3.0,0.4,-6.706415717741259e+61,-6.1223603239409e+61,-1.0901972580851836e+62,2.3639670310392092e+30,2.3564679078783374e+30,2.8602788447299974e+30,,,,0.33,42.0,606.0
10.0,800.0,0.25,2.0,3.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.39,42.0,607.0
1.0,800.0,0.25,64.0,3.0,1.0,-0.032214,-0.071239,-0.166768,0.293279,0.311706,0.295902,,,,0.19,42.0,608.0
10.0,400.0,0.25,64.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.09,42.0,609.0
10.0,800.0,0.4,64.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.18,42.0,610.0
10.0,800.0,0.25,32.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.21,42.0,611.0
10.0,800.0,0.25,64.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.21,42.0,612.0
10.0,800.0,0.25,64.0,3.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.22,42.0,613.0
1.0,400.0,0.25,64.0,3.0,1.0,-0.000543,-0.005262,-0.037904,0.288745,0.301955,0.279084,,,,0.1,42.0,614.0
10.0,200.0,0.25,64.0,3.0,1.0,-inf,-inf,-inf,inf,inf,inf,,,,0.06,42.0,615.0
10.0,400.0,0.4,64.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.15,42.0,616.0
10.0,400.0,0.25,32.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.15,42.0,617.0
10.0,400.0,0.25,64.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.1,42.0,618.0
10.0,400.0,0.25,64.0,3.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.1,42.0,619.0
1.0,800.0,0.4,64.0,3.0,1.0,-104.136921,-394.41198,-474.224302,2.959878,5.988623,5.971799,,,,0.21,42.0,620.0
10.0,800.0,0.55,64.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.29,42.0,621.0
10.0,800.0,0.4,32.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.34,42.0,622.0
10.0,800.0,0.4,64.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.24,42.0,623.0
10.0,800.0,0.4,64.0,3.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.41,42.0,624.0
1.0,800.0,0.25,32.0,3.0,1.0,-1.033362583588775e+23,-6.7798643972826775e+22,-2.2061140379873507e+23,92794566248.26257,78417427397.95554,128667780746.78334,,,,0.2,42.0,625.0
10.0,800.0,0.25,16.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.2,42.0,626.0
10.0,800.0,0.25,32.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.19,42.0,627.0
10.0,800.0,0.25,32.0,3.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.38,42.0,628.0
1.0,800.0,0.25,64.0,6.0,1.0,-0.032214,-0.071239,-0.166768,0.293279,0.311706,0.295902,,,,0.22,42.0,629.0
10.0,800.0,0.25,64.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.2,42.0,630.0
10.0,800.0,0.25,64.0,6.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.2,42.0,631.0
1.0,800.0,0.25,64.0,3.0,0.85,-0.032214,-0.071239,-0.166768,0.293279,0.311706,0.295902,,,,0.26,42.0,632.0
10.0,800.0,0.25,64.0,3.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.21,42.0,633.0
1e-06,800.0,1.0,2.0,3.0,0.25,0.00045,-0.008956,-0.047948,0.288601,0.302509,0.280431,,,,0.53,42.0,634.0
1e-08,400.0,1.0,2.0,3.0,0.25,2e-06,-0.009,-0.048066,0.288666,0.302516,0.280447,,,,0.23,42.0,635.0
1e-08,800.0,0.85,2.0,3.0,0.25,4e-06,-0.009,-0.048066,0.288666,0.302515,0.280447,,,,0.45,42.0,636.0
