C,degree,tol,max_iter,gamma,nu,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,verbose,kernel,Precedence
10.0,1.0,10.0,1600.0,scale,0.1,-0.740982,-0.533211,-0.473118,0.380884,0.372909,0.332487,,,,0.0,False,poly,68.0
10.0,1.0,0.0001,1600.0,scale,0.1,0.081747,-0.138269,-0.079416,0.276616,0.32131,0.28461,,,,0.0,False,poly,69.0
10.0,1.0,0.0001,50.0,auto,0.9,-2.257596,-1.105814,-2.32209,0.521008,0.437031,0.4993,,,,0.0,False,poly,70.0
10.0,9.0,10.0,1600.0,scale,0.1,-0.740982,-0.533211,-0.473118,0.380884,0.372909,0.332487,,,,0.0,False,poly,71.0
0.0001,5.0,10.0,1600.0,auto,0.1,-0.740982,-0.533211,-0.473118,0.380884,0.372909,0.332487,,,,0.0,False,poly,72.0
0.0001,1.0,0.0001,1600.0,auto,0.9,0.0049,-0.005294,-0.046407,0.287958,0.301959,0.280225,,,,0.0,False,poly,73.0
0.0001,1.0,10.0,1600.0,auto,0.1,-0.740982,-0.533211,-0.473118,0.380884,0.372909,0.332487,,,,0.0,False,poly,74.0
0.0001,1.0,0.0001,50.0,auto,0.1,0.000962,-0.008608,-0.046421,0.288527,0.302457,0.280226,,,,0.0,False,poly,75.0
10.0,9.0,0.0001,1600.0,auto,0.9,0.758366,-0.06359,-0.206474,0.141898,0.310591,0.300895,,,,0.01,False,poly,76.0
10.0,9.0,10.0,1600.0,scale,0.9,-1.169107,-1.279739,-1.845843,0.425145,0.454721,0.462127,,,,0.0,False,poly,77.0
10.0,1.0,10.0,50.0,auto,0.1,-0.740982,-0.533211,-0.473118,0.380884,0.372909,0.332487,,,,0.0,False,poly,78.0
10.0,5.0,0.0001,50.0,scale,0.9,0.207243,-0.284155,-0.781815,0.25702,0.34128,0.365668,,,,0.0,False,poly,79.0
0.0001,5.0,10.0,50.0,auto,0.1,-0.740982,-0.533211,-0.473118,0.380884,0.372909,0.332487,,,,0.0,False,poly,80.0
10.0,9.0,0.0001,1600.0,scale,0.1,0.23736,-0.034283,-0.154861,0.25209,0.306282,0.294388,,,,0.0,False,poly,81.0
0.0001,1.0,0.0001,1600.0,scale,0.9,0.001443,-0.007908,-0.047569,0.288458,0.302352,0.28038,,,,0.0,False,poly,82.0
10.0,1.0,10.0,1600.0,auto,0.1,-0.740982,-0.533211,-0.473118,0.380884,0.372909,0.332487,,,,0.0,False,poly,83.0
0.0001,5.0,10.0,1600.0,scale,0.9,-1.169107,-1.279739,-1.845843,0.425145,0.454721,0.462127,,,,0.0,False,poly,84.0
10.0,9.0,10.0,50.0,scale,0.1,-0.740982,-0.533211,-0.473118,0.380884,0.372909,0.332487,,,,0.0,False,poly,85.0
0.0001,1.0,10.0,1600.0,scale,0.1,-0.740982,-0.533211,-0.473118,0.380884,0.372909,0.332487,,,,0.0,False,poly,86.0
10.0,9.0,0.0001,50.0,auto,0.1,-0.884149,-1.729389,-2.594606,0.396236,0.497548,0.519375,,,,0.0,False,poly,87.0
10.0,1.0,10.0,50.0,auto,0.9,-1.169107,-1.279739,-1.845843,0.425145,0.454721,0.462127,,,,0.0,False,poly,88.0
0.0001,1.0,10.0,50.0,scale,0.1,-0.740982,-0.533211,-0.473118,0.380884,0.372909,0.332487,,,,0.0,False,poly,89.0
0.0001,1.0,0.0001,50.0,scale,0.9,-0.602684,-0.704353,-1.076063,0.365443,0.393171,0.394708,,,,0.0,False,poly,90.0
10.0,9.0,0.0001,50.0,scale,0.1,-0.20886,-0.608361,-1.02916,0.317383,0.381939,0.390224,,,,0.0,False,poly,91.0
10.0,5.0,10.0,50.0,auto,0.1,-0.740982,-0.533211,-0.473118,0.380884,0.372909,0.332487,,,,0.0,False,poly,92.0
0.0001,9.0,10.0,50.0,scale,0.1,-0.740982,-0.533211,-0.473118,0.380884,0.372909,0.332487,,,,0.0,False,poly,93.0
0.1,5.0,0.1,400.0,scale,0.5,0.331396,0.032928,-0.030591,0.236037,0.296163,0.278099,,,,0.0,False,poly,94.0
0.0001,9.0,10.0,1600.0,scale,0.9,-1.169107,-1.279739,-1.845843,0.425145,0.454721,0.462127,,,,0.0,False,poly,95.0
10.0,5.0,0.0001,50.0,auto,0.1,0.426092,-0.210543,-0.663578,0.218684,0.331354,0.353327,,,,0.0,False,poly,96.0
0.01,5.0,0.1,400.0,scale,0.5,0.122704,0.011004,-0.045439,0.270377,0.299502,0.280095,,,,0.0,False,poly,97.0
1.0,5.0,0.1,400.0,scale,0.5,0.655337,0.080511,0.005876,0.16947,0.288786,0.273134,,,,0.0,False,poly,98.0
0.1,4.0,0.1,400.0,scale,0.5,0.345477,0.037153,-0.05727,0.233539,0.295516,0.281675,,,,0.0,False,poly,99.0
0.1,6.0,0.1,400.0,scale,0.5,0.32456,0.027638,-0.045871,0.237241,0.296972,0.280153,,,,0.0,False,poly,100.0
0.1,5.0,0.01,400.0,scale,0.5,0.331396,0.032928,-0.030591,0.236037,0.296163,0.278099,,,,0.0,False,poly,101.0
0.1,5.0,1.0,400.0,scale,0.5,-0.932729,-0.690284,-0.63753,0.401312,0.391545,0.35055,,,,0.0,False,poly,102.0
0.1,5.0,0.1,200.0,scale,0.5,0.329623,0.031405,-0.029711,0.23635,0.296397,0.27798,,,,0.0,False,poly,103.0
0.1,5.0,0.1,800.0,scale,0.5,0.312842,-0.012281,-0.110681,0.23929,0.303007,0.288702,,,,0.0,False,poly,104.0
0.1,5.0,0.1,400.0,auto,0.5,0.736715,-0.018428,-0.102483,0.148118,0.303926,0.287635,,,,0.0,False,poly,105.0
0.1,5.0,0.1,400.0,scale,0.3,0.236374,0.012004,-0.048404,0.252253,0.29935,0.280492,,,,0.0,False,poly,106.0
0.1,5.0,0.1,400.0,scale,0.7,0.40217,0.079104,-0.047327,0.223195,0.289006,0.280348,,,,0.0,False,poly,107.0
10.0,5.0,0.1,400.0,scale,0.5,0.887956,0.012139,-0.076681,0.096625,0.29933,0.284249,,,,0.0,False,poly,108.0
1.0,4.0,0.1,400.0,scale,0.5,0.703661,0.091033,0.001491,0.157141,0.287128,0.273736,,,,0.0,False,poly,109.0
1.0,6.0,0.1,400.0,scale,0.5,0.630004,0.087659,-0.010628,0.175588,0.287661,0.275392,,,,0.0,False,poly,110.0
1.0,5.0,0.01,400.0,scale,0.5,0.655337,0.080511,0.005876,0.16947,0.288786,0.273134,,,,0.0,False,poly,111.0
1.0,5.0,1.0,400.0,scale,0.5,-0.932729,-0.690284,-0.63753,0.401312,0.391545,0.35055,,,,0.0,False,poly,112.0
1.0,5.0,0.1,200.0,scale,0.5,0.620087,0.049803,-0.070101,0.177925,0.293568,0.283379,,,,0.0,False,poly,113.0
1.0,5.0,0.1,800.0,scale,0.5,0.664197,0.081761,0.015649,0.167278,0.288589,0.271788,,,,0.0,False,poly,114.0
1.0,5.0,0.1,400.0,auto,0.5,0.732445,-0.034919,-0.11879,0.149315,0.306376,0.289754,,,,0.0,False,poly,115.0
1.0,5.0,0.1,400.0,scale,0.3,0.593976,0.081988,0.009984,0.183938,0.288553,0.272569,,,,0.0,False,poly,116.0
1.0,5.0,0.1,400.0,scale,0.7,0.717508,0.070973,0.05025,0.153426,0.290279,0.266969,,,,0.0,False,poly,117.0
0.01,4.0,0.1,400.0,scale,0.5,0.117564,0.008486,-0.052879,0.271168,0.299883,0.28109,,,,0.0,False,poly,118.0
0.1,3.0,0.1,400.0,scale,0.5,0.363555,0.086251,0.013679,0.230291,0.287883,0.27206,,,,0.0,False,poly,119.0
0.1,4.0,0.01,400.0,scale,0.5,0.345477,0.037153,-0.05727,0.233539,0.295516,0.281675,,,,0.0,False,poly,120.0
0.1,4.0,1.0,400.0,scale,0.5,-0.932729,-0.690284,-0.63753,0.401312,0.391545,0.35055,,,,0.0,False,poly,121.0
0.1,4.0,0.1,200.0,scale,0.5,0.331356,0.029095,-0.062987,0.236044,0.29675,0.282436,,,,0.0,False,poly,122.0
0.1,4.0,0.1,800.0,scale,0.5,0.358014,0.067603,-0.017443,0.231291,0.290805,0.276319,,,,0.0,False,poly,123.0
0.1,4.0,0.1,400.0,auto,0.5,0.95643,-0.007469,-0.116004,0.060255,0.302286,0.289393,,,,0.0,False,poly,124.0
0.1,4.0,0.1,400.0,scale,0.3,0.243293,0.021984,-0.041424,0.251108,0.297835,0.279556,,,,0.0,False,poly,125.0
0.1,4.0,0.1,400.0,scale,0.7,0.408778,0.106297,-0.010494,0.221958,0.284707,0.275374,,,,0.0,False,poly,126.0
0.01,5.0,0.01,400.0,scale,0.5,0.122704,0.011004,-0.045439,0.270377,0.299502,0.280095,,,,0.0,False,poly,127.0
0.1,6.0,0.01,400.0,scale,0.5,0.32456,0.027638,-0.045871,0.237241,0.296972,0.280153,,,,0.0,False,poly,128.0
0.1,5.0,0.001,400.0,scale,0.5,0.331396,0.032928,-0.030591,0.236037,0.296163,0.278099,,,,0.0,False,poly,129.0
0.1,5.0,0.01,200.0,scale,0.5,0.329623,0.031405,-0.029711,0.23635,0.296397,0.27798,,,,0.0,False,poly,130.0
0.1,5.0,0.01,800.0,scale,0.5,0.312842,-0.012281,-0.110681,0.23929,0.303007,0.288702,,,,0.0,False,poly,131.0
0.1,5.0,0.01,400.0,auto,0.5,0.736715,-0.018428,-0.102483,0.148118,0.303926,0.287635,,,,0.0,False,poly,132.0
0.1,5.0,0.01,400.0,scale,0.3,0.236374,0.012004,-0.048404,0.252253,0.29935,0.280492,,,,0.0,False,poly,133.0
0.1,5.0,0.01,400.0,scale,0.7,0.40217,0.079104,-0.047327,0.223195,0.289006,0.280348,,,,0.0,False,poly,134.0
0.01,5.0,0.1,200.0,scale,0.5,0.083881,0.016463,0.006577,0.276294,0.298674,0.273038,,,,0.0,False,poly,135.0
0.1,6.0,0.1,200.0,scale,0.5,0.323531,0.026849,-0.046799,0.237422,0.297093,0.280277,,,,0.0,False,poly,136.0
0.1,5.0,1.0,200.0,scale,0.5,-0.932729,-0.690284,-0.63753,0.401312,0.391545,0.35055,,,,0.0,False,poly,137.0
0.1,5.0,0.1,100.0,scale,0.5,0.262688,-0.055819,-0.166745,0.247869,0.309455,0.295899,,,,0.0,False,poly,138.0
0.1,5.0,0.1,200.0,auto,0.5,0.547088,0.046069,-0.192655,0.194269,0.294144,0.299167,,,,0.0,False,poly,139.0
0.1,5.0,0.1,200.0,scale,0.3,0.22719,-0.007862,-0.087073,0.253766,0.302345,0.285618,,,,0.0,False,poly,140.0
0.1,5.0,0.1,200.0,scale,0.7,0.402156,0.078481,-0.048165,0.223198,0.289104,0.28046,,,,0.0,False,poly,141.0
0.01,5.0,0.1,400.0,scale,0.7,0.132495,-0.028823,-0.123279,0.268864,0.305473,0.290335,,,,0.0,False,poly,142.0
0.1,6.0,0.1,400.0,scale,0.7,0.396827,0.074881,-0.042082,0.22419,0.289668,0.279645,,,,0.0,False,poly,143.0
0.1,5.0,1.0,400.0,scale,0.7,-0.705277,-0.809693,-1.219244,0.376959,0.405139,0.408092,,,,0.0,False,poly,144.0
0.1,5.0,0.1,800.0,scale,0.7,0.402469,0.080161,-0.045425,0.223139,0.28884,0.280093,,,,0.0,False,poly,145.0
0.1,5.0,0.1,400.0,auto,0.7,0.879536,-0.014834,-0.0832,0.10019,0.303389,0.285109,,,,0.0,False,poly,146.0
0.1,5.0,0.1,400.0,scale,0.9,0.420398,0.108813,-0.012243,0.219766,0.284306,0.275612,,,,0.0,False,poly,147.0
0.01,5.0,0.1,400.0,scale,0.9,0.159178,0.022162,-0.046486,0.264696,0.297807,0.280235,,,,0.0,False,poly,148.0
1.0,5.0,0.1,400.0,scale,0.9,0.729114,0.067697,0.040685,0.150241,0.290791,0.26831,,,,0.0,False,poly,149.0
0.1,4.0,0.1,400.0,scale,0.9,0.424227,0.12111,0.01768,0.219039,0.282338,0.271508,,,,0.0,False,poly,150.0
0.1,6.0,0.1,400.0,scale,0.9,0.412354,0.109207,-0.005267,0.221286,0.284244,0.274661,,,,0.0,False,poly,151.0
0.1,5.0,0.01,400.0,scale,0.9,0.417316,0.117431,0.000446,0.22035,0.282928,0.273879,,,,0.0,False,poly,152.0
0.1,5.0,1.0,400.0,scale,0.9,-1.169107,-1.279739,-1.845843,0.425145,0.454721,0.462127,,,,0.0,False,poly,153.0
0.1,5.0,0.1,200.0,scale,0.9,0.402516,0.101226,-0.021888,0.223131,0.285514,0.276922,,,,0.0,False,poly,154.0
0.1,5.0,0.1,800.0,scale,0.9,0.420398,0.108813,-0.012243,0.219766,0.284306,0.275612,,,,0.0,False,poly,155.0
0.1,5.0,0.1,400.0,auto,0.9,0.904563,-0.028022,-0.091116,0.089177,0.305354,0.286148,,,,0.0,False,poly,156.0
0.01,4.0,0.1,400.0,scale,0.9,0.153671,0.040648,-0.022414,0.265562,0.294979,0.276993,,,,0.0,False,poly,157.0
1.0,4.0,0.1,400.0,scale,0.9,0.766233,0.084817,0.040877,0.139569,0.288108,0.268283,,,,0.0,False,poly,158.0
0.1,3.0,0.1,400.0,scale,0.9,0.416717,0.094876,0.001323,0.220463,0.286521,0.273759,,,,0.0,False,poly,159.0
0.1,4.0,0.01,400.0,scale,0.9,0.420312,0.125449,0.017944,0.219783,0.28164,0.271471,,,,0.0,False,poly,160.0
0.1,4.0,1.0,400.0,scale,0.9,-1.169107,-1.279739,-1.845843,0.425145,0.454721,0.462127,,,,0.0,False,poly,161.0
0.1,4.0,0.1,200.0,scale,0.9,0.41949,0.111479,0.007208,0.219938,0.283881,0.272951,,,,0.0,False,poly,162.0
0.1,4.0,0.1,800.0,scale,0.9,0.424227,0.12111,0.01768,0.219039,0.282338,0.271508,,,,0.0,False,poly,163.0
0.1,4.0,0.1,400.0,auto,0.9,0.980877,-0.020967,-0.114629,0.039918,0.304304,0.289215,,,,0.0,False,poly,164.0
0.01,4.0,0.01,400.0,scale,0.9,0.150824,0.043168,-0.016763,0.266008,0.294591,0.276227,,,,0.0,False,poly,165.0
1.0,4.0,0.01,400.0,scale,0.9,0.76675,0.086914,0.04162,0.139414,0.287778,0.268179,,,,0.0,False,poly,166.0
0.1,3.0,0.01,400.0,scale,0.9,0.416951,0.105739,0.012544,0.220419,0.284796,0.272217,,,,0.0,False,poly,167.0
0.1,4.0,0.001,400.0,scale,0.9,0.420312,0.125449,0.017944,0.219783,0.28164,0.271471,,,,0.0,False,poly,168.0
0.1,4.0,0.01,200.0,scale,0.9,0.41949,0.111479,0.007208,0.219938,0.283881,0.272951,,,,0.0,False,poly,169.0
0.1,4.0,0.01,800.0,scale,0.9,0.42027,0.125811,0.018127,0.219791,0.281582,0.271446,,,,0.0,False,poly,170.0
0.1,4.0,0.01,400.0,auto,0.9,0.980877,-0.020967,-0.114629,0.039918,0.304304,0.289215,,,,0.0,False,poly,171.0
0.1,4.0,0.01,400.0,scale,0.7,0.408778,0.106297,-0.010494,0.221958,0.284707,0.275374,,,,0.0,False,poly,172.0
0.01,4.0,0.01,800.0,scale,0.9,0.152489,0.040345,-0.02276,0.265747,0.295026,0.27704,,,,0.0,False,poly,173.0
1.0,4.0,0.01,800.0,scale,0.9,0.766367,0.086359,0.042267,0.139529,0.287866,0.268088,,,,0.0,False,poly,174.0
0.1,3.0,0.01,800.0,scale,0.9,0.417544,0.105452,0.0101,0.220307,0.284842,0.272553,,,,0.0,False,poly,175.0
0.1,5.0,0.01,800.0,scale,0.9,0.417315,0.117433,0.000486,0.22035,0.282928,0.273874,,,,0.0,False,poly,176.0
0.1,4.0,0.001,800.0,scale,0.9,0.42027,0.125811,0.018127,0.219791,0.281582,0.271446,,,,0.0,False,poly,177.0
0.1,4.0,0.01,1600.0,scale,0.9,0.420278,0.12612,0.018601,0.219789,0.281532,0.271381,,,,0.0,False,poly,178.0
0.1,4.0,0.01,800.0,auto,0.9,0.996247,-0.004109,-0.103642,0.017685,0.301781,0.287786,,,,0.0,False,poly,179.0
0.1,4.0,0.01,800.0,scale,0.7,0.408695,0.110909,-0.001649,0.221974,0.283972,0.274166,,,,0.0,False,poly,180.0
0.01,4.0,0.01,1600.0,scale,0.9,0.152489,0.040345,-0.02276,0.265747,0.295026,0.27704,,,,0.0,False,poly,181.0
1.0,4.0,0.01,1600.0,scale,0.9,0.766389,0.086646,0.04251,0.139522,0.28782,0.268054,,,,0.0,False,poly,182.0
0.1,3.0,0.01,1600.0,scale,0.9,0.416733,0.110393,0.013901,0.22046,0.284054,0.27203,,,,0.0,False,poly,183.0
0.1,5.0,0.01,1600.0,scale,0.9,0.417305,0.117461,0.000597,0.220352,0.282924,0.273858,,,,0.0,False,poly,184.0
0.1,4.0,0.001,1600.0,scale,0.9,0.420278,0.12612,0.018601,0.219789,0.281532,0.271381,,,,0.0,False,poly,185.0
0.1,4.0,0.1,1600.0,scale,0.9,0.424227,0.12111,0.01768,0.219039,0.282338,0.271508,,,,0.0,False,poly,186.0
0.1,4.0,0.01,1600.0,auto,0.9,0.998582,-0.000503,-0.099795,0.010871,0.301239,0.287284,,,,0.01,False,poly,187.0
0.1,4.0,0.01,1600.0,scale,0.7,0.408921,0.114238,0.002355,0.221931,0.28344,0.273618,,,,0.0,False,poly,188.0
0.001,9.0,0.0001,1600.0,auto,0.9,0.803351,-0.001738,-0.16614,0.128009,0.301425,0.295822,,,,0.01,False,poly,189.0
0.0001,8.0,0.0001,1600.0,auto,0.9,0.711381,0.08961,0.013384,0.155081,0.287353,0.272101,,,,0.0,False,poly,190.0
0.0001,9.0,0.001,1600.0,auto,0.9,0.781239,0.08253,0.016071,0.135015,0.288468,0.27173,,,,0.01,False,poly,191.0
