Time,PYQ_Text,Title,Views,reposted
2023-09-10 00:24:00,"🤩👉🏻𝐂𝐒𝐒𝐀舞会·奖品🎁公开啦🤩
在绚丽与秘密交织的派对中享受𝐃𝐉和无限𝐏𝐇𝐎𝐓𝐎𝐁𝐎𝐎𝐓𝐇。还有超2000🔪的奖品等你来拿🥳潘玮柏演唱会门票🎫，蚕丝被套装🛏️，美容产品以及服务体验哦💆",【CSSA舞会】璀璨奥斯卡：特工秘境之夜,602,0
2023-09-20 12:33:00,"还在为缺乏实习经验感到焦虑？
对实习的体验感到迷茫？
对于如何找到实习感到无从下手？
cssa研究所会带给你答案！[Party]",【CSSA研究所】实习小调研,480,0
2023-09-20 23:31:00,"📢最后4⃣️天！🔥𝐂𝐒𝐒𝐀舞会重磅来袭🔥

超𝟐𝟎𝟎𝟎刀奖品🎁无限𝐏𝐡𝐨𝐭𝐨 𝐁𝐨𝐨𝐭𝐡 📸潘玮柏演唱会门票🎫 伴动感𝐃𝐉音乐一起狂欢🎉
‼️现在还有【特别票价机制】‼️",【CSSA舞会】璀璨奥斯卡：特工秘境之夜,936,0
2023-09-20 23:35:00,墨大同学注意！没有PR也能留澳啦！,【CSSA推荐】急招！PR限制大放宽，墨大同学赚大了！,1836,0
2023-09-21 23:04:00,"☀️小长假终于就要来临了
大家准时好来一段简单有趣的短途旅行了吗？
快来查收这份CSSA给你推荐的游玩攻略吧！",【墨城攻略】墨尔本周边游玩攻略,658,0
2023-09-25 00:18:00,"📣 本次『Hello Kitty的蝴蝶结交响音乐会』除了带来精彩绝伦的演出，还为我们墨大CSSA的朋友们准备了专属奖品‼️

一等奖 -❓神秘重量级歌手🎙️演唱会免费双人票🎫（两份）
二等奖 - 十二门徒免费双人旅游券📸（六份）
三等奖 - 5% cash back 💸（20份）

点开推文查看详情～",【CSSA推荐】巡演｜世界上会弹钢琴的Hello Kitty！凯蒂猫全澳巡演音乐会三城开跑！快来参加填色活动参赢取限量周边奖品！,137,0
2023-10-19 15:28:00,"🔔叮叮！速来领取你的巨额Final福利❗

此次期末大礼包包括书签🔖+蛋糕🍰+奶茶🧋+香薰蜡烛🕯️+各类挂件周边🎁

📍FBE楼下公共区域，111 Barry St, Carlton VIC 3053

⏰10.23 (周一)1-3 pm 先到先得哦！

㊗️大家复习加油，门门H1～",【CSSA会员福利】期末好运连连，福利包你hold住了吗？你的超值羊毛，一触即发！,409,0
2023-10-21 17:32:00,"‼️注意！注意！期末来临！
📚准备好进入紧张刺激的复习阶段了吗
✏️速来查收来自CSSA的一份图书馆宝典
☑️高效利用好学校的资源一起努力冲刺吧～",【墨城攻略】墨大图书馆资源攻略,459,0
2023-10-21 22:32:00,"🔔叮叮！速来领取你的巨额Final福利❗

此次期末大礼包包括书签🔖+蛋糕🍰+奶茶🧋+香薰蜡烛🕯️+各类挂件周边🎁

📍FBE楼下公共区域，111 Barry St, Carlton VIC 3053

⏰10.23 (周一)1-3 pm 先到先得哦！

㊗️大家复习加油，门门H1～",【CSSA会员福利】期末好运连连，福利包你hold住了吗？你的超值羊毛，一触即发！,271,0
2023-10-23 01:58:00,"张震岳2023澳洲巡演来啦！
🇦🇺11月11日-墨尔本站
🇦🇺11月12日-悉尼站
🎫图文内扫码即可购票！
快来现场与阿岳一起，全场大合唱那些陪伴我们走过青春岁月的歌曲吧！/:heart",【CSSA推荐】张震岳-澳洲巡演《情歌岳》重磅回归！金曲制造机席卷澳洲！,345,0
2023-10-27 20:19:00,,【CSSA推荐】纵横西北！来嘉上班！综合管培生宝藏机会等你来投！,315,0
2023-11-04 15:02:00,【CSSA推荐】无锡市公开选调海内外优秀青年人才，300优质岗位诚盼您来！,【CSSA推荐】无锡市公开选调海内外优秀青年人才300优质岗位诚盼您来！,597,0
2023-11-08 14:58:00,"🎉🎉小伙伴们期待已久的11月折扣商家来喽！！🫡本月又又又有多家餐厅以及买手店加入我们小黑卡的目录单～同学们即时在final周也一定要好好照顾自己，经营好生活哦🥳！已经考完试的同学们不知道去哪里嗨皮逛吃逛吃🤔？锁定CSSA折扣商家‼️，本月为大家带来丰衣粥食，宵夜店，以及玩具店MEEQ等人气商家🫢，美食和买买买的完美结合，生活品质🆙🆙🆙！
祝愿大家都可以在考试中取得好成绩🎆！Final虽苦，大家也要好好享受生活哟👏👏～",【CSSA会员福利】全新人气商家入驻！11月折扣商家来啦～,262,0
2023-11-08 20:43:00,"🌟澳洲就业新选择！
😎新东方前途出国澳洲推出“实习生导师项目”
👩‍🎓想要成为职场新人的快来了解！
[LetMeSee]分享出去，给留学生活加点料！",【CSSA推荐】新东方澳洲分公司【实习生】开始招募啦！,674,2
2023-11-09 18:50:00,"🌟澳洲就业新选择！
😎新东方前途出国澳洲推出“实习生导师项目”
👩‍🎓想要成为职场新人的快来了解！
[LetMeSee]分享出去，给留学生活加点料！",【CSSA推荐】新东方澳洲分公司【实习生】开始招募啦！,674,2
2023-11-24 03:14:00,想留澳的墨大同学，今年躺赢！,【CSSA推荐】注意！留澳政策放宽，墨大同学迎来新转机！,1909,0
2023-11-24 03:17:00,"🤔听说在澳洲读博很吃香？
💰6年工签、科研资源、奖金加持...
🚦如果有人还在为申博迷茫
🌟不如11月29日来听听他们怎么说！",【CSSA推荐】申博讲座｜让我看看谁还在自费读博？（附奖学金攻略）,429,0
2023-11-28 23:55:00,📢📣| 12月初将会迎来本地专业律师所Ark LEGAL与本地房地产DPG Property Group携手举办的一场满是干货的讲座！不仅能揭秘永居之路，还能教你如何在租房中保卫自己的权益！你还在等什么？快来领取租房与永居的终极指南吧！,【CSSA推荐】2023线下留学生的留澳指南，你真的要错过吗？,286,0
2023-12-09 01:26:00,👏👏大家期待的12月折扣商家来喽！！小伙伴们考试后有没有好好休息呢～即将毕业的同学们不知道在哪里买花或者礼品？开启假期同学们不知道去哪里吃喝玩乐🤔？日常生活房屋清洁不知如何选择？锁定CSSA折扣商家‼️，多家花店，玩具店，礼品店，美食和买买买的完美结合，生活品质🆙🆙🆙！祝愿同学们都可以拥有一个完美的假期，也祝毕业的小伙伴们前程似锦未来可期🎆🎆,【CSSA会员福利】全新人气商家入驻！12月折扣商家来啦～,212,0
2023-12-31 23:40:00,12月岗位捡漏！无PR的墨大留学生，持工签直接投！,【CSSA推荐】明确了！墨大同学再多一次留澳机会！,3098,0
2024-01-08 13:16:00,👏👏大家期待的1月折扣商家来喽！！2024年到啦，这里先祝各位小伙伴们新年快乐，事事顺心，也感谢大家过去一年的陪伴🥳🥳！同学们最近有没有愉快的逛吃逛吃？想和朋友一起开启假期生活但不知道去哪玩？锁定CSSA折扣商家‼️，多家剧本杀店，手工店，礼品店，美食和买买买的完美结合，生活品质🆙🆙🆙！祝愿同学们都可以拥有一个完美的假期，在2024年的伊始，所愿皆所得🎊🎊🎊,【CSSA会员福利】全新人气商家入驻！1月折扣商家来啦～,240,0
2024-02-05 17:27:00,东南大学未来技术学院诚邀海内外学者加盟[Party],【CSSA推荐】最高可达1500万元！这所985优势学院，虚位以待！,342,0
2024-02-09 23:46:00,"📣充满爱与温暖的宣传部！🥳
📹无论你是热爱摄影，还是具有美工设计、善于编写文字！💐
🌈欢迎你的加入！✨",【CSSA宣传部招新】充满爱与温暖的宣传部！创造属于我们的精彩故事！,457,0
2024-02-11 20:11:00,"ᯅ HR向你发起了招新邀请
ᯅ 开心接受          ᯅ 傲娇接受

如果你正在寻找一处温暖的归属，一个锻炼的机会，那速速接受邀请吧！我们在HR快乐星球等你到来🎈🧸",【CSSA HR部招新】同学请留步，你五行缺“伯乐”！,1109,0
2024-02-12 12:59:00,"📣充满爱与温暖的宣传部！🥳
📹无论你是热爱摄影，还是具有美工设计、善于编写文字！💐
🌈欢迎你的加入！✨",【CSSA宣传部招新】充满爱与温暖的宣传部！创造属于我们的精彩故事！,457,0
2024-02-12 18:09:00,新年快乐🎉在这个好日子快来加入我们组织部吧,【组织部招新】“来组织部成为一个造梦者吧”,836,0
2024-02-13 00:43:00,"💻CSSA信息部期待你的加入
来和我们一起
做一些有意义的事情吧～✨",【CSSA信息部招新】来信息部，和最棒的朋友做最棒的事,617,0
2024-02-15 20:07:00,【震惊】墨大居然有一个神秘组织，不仅能每个月免费薅羊毛，还能接收一手实习、招聘、活动消息！！！！快点击推文加入外联吧 🔍此条推文内含超多㊙️福利➕彩蛋 聪明的你快来探寻一下吧,【CSSA外联部招新】墨大PDF！预知后事：请速速加入外联…,865,0
2024-02-19 20:00:00,急急急⚠️让我看看是哪个墨大新生还没找到靠谱组织❓2.21号11:00-14:30的Oweek活动在market hall等你回家🏠墨尔本大学中国学生会期待各位新朋友们的加入！我们不见不散！,【CSSA活动预告】 - 新生来报道！24年oweek火热来袭！,823,0
2024-02-24 22:08:00,👋各位小伙伴😊快来参加✨3月1日17:00-19:00✨墨尔本大学中国学生会举办的迎新活动 🥳是不是想了解更多关于墨大还有CSSA的信息⁉️让我们一起红红火火跃龙门🐲向未来🌅,【CSSA迎新会】 跃龙门，向未来,1280,0
2024-03-03 21:41:00,"🔜3月15号学签快到期，还全然不知？
🙈忘记续签, 一不小心成【黑民】
‼【续签】常见Q&A大汇总！
🙋🏻‍♀有问题赶紧找澳洲新东方老师",【CSSA推荐】签证提醒 | 马上将有一大波人签证到期，高频问题Q&A！,559,0
2024-03-11 19:16:00,👏👏大家期待已久的3月折扣商家来喽！！开学季来啦，同学们是否都准备好了嘛！小伙伴们的生活用品有置办好嘛？不知道去哪里逛吃逛吃？锁定CSSA折扣商家‼️，多家剧本杀店，手工店，礼品店，美食和买买买的完美结合，生活品质🆙🆙🆙！祝愿同学们开学快乐，新的学期事事顺利，学业有成🥳🥳🥳,【CSSA会员福利】全新人气商家入驻！3月折扣商家来啦～,348,0
2024-03-14 22:10:00,"CSSA㊗️大家白色情人节快乐🤍
🌟白色情人节：纯白的爱意💐
​",【CSSA节日祝福】白色情人节：纯白的爱意,917,0
